bu_id,source_id,segment1_id,segment2_id,year_flag_desc,period_flag_desc,year_flag,period_flag,bu_group,bu_ref,segment1_ref,segment2_ref,segment1_group,segment2_group,Ey_period,source_group,Source_ref,sys_manual_ind,Journal_type,preparer_ref,department,Category,reporting_amount_curr_cd,functional_curr_cd
5,33,23,18,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,33,23,18,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,33,23,18,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JOKE - EY_UNKNOWN (JOKE),,Common,EY_NA,EUR
5,33,23,18,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,33,23,18,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,33,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,33,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,JOKE - EY_UNKNOWN (JOKE),,Common,EY_NA,EUR
5,33,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,33,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,JOKE - EY_UNKNOWN (JOKE),,Common,EY_NA,EUR
5,33,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,33,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,JOKE - EY_UNKNOWN (JOKE),,Common,EY_NA,EUR
5,33,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,33,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JOKE - EY_UNKNOWN (JOKE),,Common,EY_NA,EUR
5,33,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,33,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,JOKE - EY_UNKNOWN (JOKE),,Common,EY_NA,EUR
5,33,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,34,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,34,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,34,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,34,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JOKE - EY_UNKNOWN (JOKE),,Common,EY_NA,EUR
5,34,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,34,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,36,23,18,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,36,23,18,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,36,23,18,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,36,23,18,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,36,23,18,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JOKE - EY_UNKNOWN (JOKE),,Common,EY_NA,EUR
5,36,23,18,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,36,23,18,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,36,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,36,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,36,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,36,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,36,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JOKE - EY_UNKNOWN (JOKE),,Common,EY_NA,EUR
5,36,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
5,36,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
6,2,10,10,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,ERIK - EY_UNKNOWN (ERIK),,Common,EY_NA,MYR
6,2,10,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,ERIK - EY_UNKNOWN (ERIK),,Common,EY_NA,MYR
6,2,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,2,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,2,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,2,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,2,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,2,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,2,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,2,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,2,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,2,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,2,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,2,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,2,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,2,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,2,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,2,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,2,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,2,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,2,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,2,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,2,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,2,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,2,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,2,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,3,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,3,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,3,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,3,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,3,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,3,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,3,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,3,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,3,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,3,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,3,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,3,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,10,10,10,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,10,10,10,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,10,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,10,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,10,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,10,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,11,10,10,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,11,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,11,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,11,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,13,10,10,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,13,10,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,13,27,23,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,13,27,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,14,10,10,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,14,10,10,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,14,10,10,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,14,10,10,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,14,10,10,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,14,10,10,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,14,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,14,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,14,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,14,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,14,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,14,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,14,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,14,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,14,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,14,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,14,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,14,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,19,10,10,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,19,10,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,19,10,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,19,10,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,19,10,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,19,10,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,19,10,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,19,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,19,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,19,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,19,18,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,19,18,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,19,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,19,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,19,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,19,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,19,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,19,31,27,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,JOEY - EY_UNKNOWN (JOEY),,Common,EY_NA,MYR
6,21,10,10,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,21,10,10,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,21,10,10,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,21,10,10,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,21,10,10,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,21,10,10,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,21,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,MYR
6,21,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,21,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,21,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,21,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
6,21,18,12,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,CASLIN - EY_UNKNOWN (CASLIN),,Common,EY_NA,MYR
