bu_id,source_id,segment1_id,segment2_id,year_flag_desc,period_flag_desc,year_flag,period_flag,bu_group,bu_ref,segment1_ref,segment2_ref,segment1_group,segment2_group,Ey_period,source_group,Source_ref,sys_manual_ind,Journal_type,preparer_ref,department,Category,reporting_amount_curr_cd,functional_curr_cd
4,22,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,ERIK - EY_UNKNOWN (ERIK),,Common,EY_NA,EUR
4,22,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
4,22,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,ERIK - EY_UNKNOWN (ERIK),,Common,EY_NA,EUR
4,22,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
4,22,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,ERIK - EY_UNKNOWN (ERIK),,Common,EY_NA,EUR
4,22,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
4,22,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,ERIK - EY_UNKNOWN (ERIK),,Common,EY_NA,EUR
4,22,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
4,22,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,ERIK - EY_UNKNOWN (ERIK),,Common,EY_NA,EUR
4,22,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
4,22,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,ERIK - EY_UNKNOWN (ERIK),,Common,EY_NA,EUR
4,22,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
4,23,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
4,23,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
4,23,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
4,23,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,JAN ERIK - EY_UNKNOWN (JAN ERIK),,Common,EY_NA,EUR
4,27,19,13,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,27,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,27,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,27,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,EUR
4,27,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,27,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,27,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,27,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,27,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,27,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,27,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,27,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,27,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,27,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,27,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,27,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,27,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,27,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,27,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,EUR
4,27,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,27,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,27,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,27,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,27,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,27,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,EUR
4,27,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,27,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,27,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,27,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,27,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,27,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,27,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,27,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,27,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,27,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,BALAN - EY_UNKNOWN (BALAN),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,TRACYWONG - EY_UNKNOWN (TRACYWONG),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,BALAN - EY_UNKNOWN (BALAN),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,BALAN - EY_UNKNOWN (BALAN),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,BALAN - EY_UNKNOWN (BALAN),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,TRACYWONG - EY_UNKNOWN (TRACYWONG),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,BALAN - EY_UNKNOWN (BALAN),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,BALAN - EY_UNKNOWN (BALAN),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,28,28,24,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,BALAN - EY_UNKNOWN (BALAN),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,CHANDRAN - EY_UNKNOWN (CHANDRAN),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,TRACYWONG - EY_UNKNOWN (TRACYWONG),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,BALAN - EY_UNKNOWN (BALAN),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,TRACYWONG - EY_UNKNOWN (TRACYWONG),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,BALAN - EY_UNKNOWN (BALAN),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,TRACYWONG - EY_UNKNOWN (TRACYWONG),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,BALAN - EY_UNKNOWN (BALAN),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,TRACYWONG - EY_UNKNOWN (TRACYWONG),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,BALAN - EY_UNKNOWN (BALAN),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,BALAN - EY_UNKNOWN (BALAN),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,28,28,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,TRACYWONG - EY_UNKNOWN (TRACYWONG),,Common,EY_NA,EUR
4,28,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,BALAN - EY_UNKNOWN (BALAN),,Common,EY_NA,EUR
4,28,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,28,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-001,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,28,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,BALAN - EY_UNKNOWN (BALAN),,Common,EY_NA,EUR
4,28,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,28,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-002,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,28,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,BALAN - EY_UNKNOWN (BALAN),,Common,EY_NA,EUR
4,28,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,28,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,28,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-003,NULL,NULL,M,Manual,INA - EY_UNKNOWN (INA),,Common,EY_NA,EUR
4,28,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,BALAN - EY_UNKNOWN (BALAN),,Common,EY_NA,EUR
4,28,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,28,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-004,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,28,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,ANNE - EY_UNKNOWN (ANNE),,Common,EY_NA,EUR
4,28,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,BALAN - EY_UNKNOWN (BALAN),,Common,EY_NA,EUR
4,28,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,28,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-005,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
4,28,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,BALAN - EY_UNKNOWN (BALAN),,Common,EY_NA,EUR
4,28,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,FAIRUZ - EY_UNKNOWN (FAIRUZ),,Common,EY_NA,EUR
4,28,30,26,Current,Interim period,CY,IP,NULL,NULL,NULL,NULL,NULL,NULL,2014-006,NULL,NULL,M,Manual,HAN - EY_UNKNOWN (HAN),,Common,EY_NA,EUR
