yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,W,L,DivWin,WCWin,LgWin,WSWin,name,park,attendance
1992,NL,SFN,SFG,W,5,162,81,72,90,N,,N,N,San Francisco Giants,Candlestick Park,1560998
1992,NL,SLN,STL,E,3,162,81,83,79,N,,N,N,St. Louis Cardinals,Busch Stadium II,2418483
1992,AL,TEX,TEX,W,4,162,81,77,85,N,,N,N,Texas Rangers,Arlington Stadium,2198231
1992,AL,TOR,TOR,E,1,162,81,96,66,Y,,Y,Y,Toronto Blue Jays,Skydome,4028318
1993,NL,ATL,ATL,W,1,162,81,104,58,Y,,N,N,Atlanta Braves,Atlanta-Fulton County Stadium,3884720
1993,AL,BAL,BAL,E,3,162,81,85,77,N,,N,N,Baltimore Orioles,Oriole Park at Camden Yards,3644965
1993,AL,BOS,BOS,E,5,162,81,80,82,N,,N,N,Boston Red Sox,Fenway Park II,2422021
1993,AL,CAL,ANA,W,5,162,81,71,91,N,,N,N,California Angels,Anaheim Stadium,2057460
1993,AL,CHA,CHW,W,1,162,81,94,68,Y,,N,N,Chicago White Sox,Comiskey Park II,2581091
1993,NL,CHN,CHC,E,4,163,82,84,78,N,,N,N,Chicago Cubs,Wrigley Field,2653763
1993,NL,CIN,CIN,W,5,162,81,73,89,N,,N,N,Cincinnati Reds,Riverfront Stadium,2453232
1993,AL,CLE,CLE,E,6,162,81,76,86,N,,N,N,Cleveland Indians,Cleveland Stadium,2177908
1993,NL,COL,COL,W,6,162,81,67,95,N,,N,N,Colorado Rockies,Mile High Stadium,4483350
1993,AL,DET,DET,E,3,162,81,85,77,N,,N,N,Detroit Tigers,Tiger Stadium,1971421
1993,NL,FLO,FLA,E,6,162,81,64,98,N,,N,N,Florida Marlins,Joe Robbie Stadium,3064847
1993,NL,HOU,HOU,W,3,162,81,85,77,N,,N,N,Houston Astros,Astrodome,2084618
1993,AL,KCA,KCR,W,3,162,81,84,78,N,,N,N,Kansas City Royals,Kauffman Stadium,1934578
1993,NL,LAN,LAD,W,4,162,81,81,81,N,,N,N,Los Angeles Dodgers,Dodger Stadium,3170393
1993,AL,MIN,MIN,W,5,162,81,71,91,N,,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,2048673
1993,AL,ML4,MIL,E,7,162,81,69,93,N,,N,N,Milwaukee Brewers,County Stadium,1688080
1993,NL,MON,WSN,E,2,163,81,94,68,N,,N,N,Montreal Expos,Stade Olympique,1641437
1993,AL,NYA,NYY,E,2,162,81,88,74,N,,N,N,New York Yankees,Yankee Stadium II,2416942
1993,NL,NYN,NYM,E,7,162,81,59,103,N,,N,N,New York Mets,Shea Stadium,1873183
1993,AL,OAK,OAK,W,7,162,81,68,94,N,,N,N,Oakland Athletics,Oakland Coliseum,2035025
1993,NL,PHI,PHI,E,1,162,81,97,65,Y,,Y,N,Philadelphia Phillies,Veterans Stadium,3137674
1993,NL,PIT,PIT,E,5,162,81,75,87,N,,N,N,Pittsburgh Pirates,Three Rivers Stadium,1650593
1993,NL,SDN,SDP,W,7,162,81,61,101,N,,N,N,San Diego Padres,Jack Murphy Stadium,1375432
1993,AL,SEA,SEA,W,4,162,81,82,80,N,,N,N,Seattle Mariners,Kingdome,2052638
1993,NL,SFN,SFG,W,2,162,81,103,59,N,,N,N,San Francisco Giants,Candlestick Park,2606354
1993,NL,SLN,STL,E,3,162,81,87,75,N,,N,N,St. Louis Cardinals,Busch Stadium II,2844977
1993,AL,TEX,TEX,W,2,162,81,86,76,N,,N,N,Texas Rangers,Arlington Stadium,2244616
1993,AL,TOR,TOR,E,1,162,81,95,67,Y,,Y,Y,Toronto Blue Jays,Skydome,4057947
1994,NL,ATL,ATL,E,2,114,55,68,46,,,,,Atlanta Braves,Atlanta-Fulton County Stadium,2539240
1994,AL,BAL,BAL,E,2,112,55,63,49,,,,,Baltimore Orioles,Oriole Park at Camden Yards,2535359
1994,AL,BOS,BOS,E,4,115,64,54,61,,,,,Boston Red Sox,Fenway Park II,1775818
1994,AL,CAL,ANA,W,4,115,63,47,68,,,,,California Angels,Anaheim Stadium,1512622
1994,AL,CHA,CHW,C,1,113,53,67,46,,,,,Chicago White Sox,Comiskey Park II,1697398
1994,NL,CHN,CHC,C,5,113,59,49,64,,,,,Chicago Cubs,Wrigley Field,1845208
1994,NL,CIN,CIN,C,1,115,60,66,48,,,,,Cincinnati Reds,Riverfront Stadium,1897681
1994,AL,CLE,CLE,C,2,113,51,66,47,,,,,Cleveland Indians,Jacobs Field,1995174
1994,NL,COL,COL,W,3,117,57,53,64,,,,,Colorado Rockies,Mile High Stadium,3281511
1994,AL,DET,DET,E,5,115,58,53,62,,,,,Detroit Tigers,Tiger Stadium,1184783
1994,NL,FLO,FLA,E,5,115,59,51,64,,,,,Florida Marlins,Joe Robbie Stadium,1937467
1994,NL,HOU,HOU,C,2,115,59,66,49,,,,,Houston Astros,Astrodome,1561136
1994,AL,KCA,KCR,C,3,115,59,64,51,,,,,Kansas City Royals,Kauffman Stadium,1400494
1994,NL,LAN,LAD,W,1,114,55,58,56,,,,,Los Angeles Dodgers,Dodger Stadium,2279355
1994,AL,MIN,MIN,C,4,113,59,53,60,,,,,Minnesota Twins,Hubert H Humphrey Metrodome,1398565
1994,AL,ML4,MIL,C,5,115,56,53,62,,,,,Milwaukee Brewers,County Stadium,1268399
1994,NL,MON,WSN,E,1,114,52,74,40,,,,,Montreal Expos,Stade Olympique,1276250
1994,AL,NYA,NYY,E,1,113,57,70,43,,,,,New York Yankees,Yankee Stadium II,1675556
1994,NL,NYN,NYM,E,3,113,53,55,58,,,,,New York Mets,Shea Stadium,1151471
1994,AL,OAK,OAK,W,2,114,56,51,63,,,,,Oakland Athletics,Oakland Coliseum,1242692
1994,NL,PHI,PHI,E,4,115,60,54,61,,,,,Philadelphia Phillies,Veterans Stadium,2290971
1994,NL,PIT,PIT,C,3,114,61,53,61,,,,,Pittsburgh Pirates,Three Rivers Stadium,1222520
1994,NL,SDN,SDP,W,4,117,57,47,70,,,,,San Diego Padres,Jack Murphy Stadium,953857
1994,AL,SEA,SEA,W,3,112,44,49,63,,,,,Seattle Mariners,Kingdome,1104206
1994,NL,SFN,SFG,W,2,115,60,55,60,,,,,San Francisco Giants,Candlestick Park,1704608
1994,NL,SLN,STL,C,3,115,56,53,61,,,,,St. Louis Cardinals,Busch Stadium II,1866544
1994,AL,TEX,TEX,W,1,114,63,52,62,,,,,Texas Rangers,The Ballpark at Arlington,2503198
1994,AL,TOR,TOR,E,3,115,59,55,60,,,,,Toronto Blue Jays,Skydome,2907933
1995,NL,ATL,ATL,E,1,144,72,90,54,Y,N,Y,Y,Atlanta Braves,Atlanta-Fulton County Stadium,2561831
1995,AL,BAL,BAL,E,3,144,72,71,73,N,N,N,N,Baltimore Orioles,Oriole Park at Camden Yards,3098475
1995,AL,BOS,BOS,E,1,144,72,86,58,Y,N,N,N,Boston Red Sox,Fenway Park II,2164410
1995,AL,CAL,ANA,W,2,145,72,78,67,N,N,N,N,California Angels,Anaheim Stadium,1748680
1995,AL,CHA,CHW,C,3,145,72,68,76,N,N,N,N,Chicago White Sox,Comiskey Park II,1609773
1995,NL,CHN,CHC,C,3,144,72,73,71,N,N,N,N,Chicago Cubs,Wrigley Field,1918265
1995,NL,CIN,CIN,C,1,144,72,85,59,Y,N,N,N,Cincinnati Reds,Riverfront Stadium,1837649
1995,AL,CLE,CLE,C,1,144,72,100,44,Y,N,Y,N,Cleveland Indians,Jacobs Field,2842745
1995,NL,COL,COL,W,2,144,72,77,67,N,Y,N,N,Colorado Rockies,Coors Field,3390037
1995,AL,DET,DET,E,4,144,72,60,84,N,N,N,N,Detroit Tigers,Tiger Stadium,1180979
1995,NL,FLO,FLA,E,4,143,71,67,76,N,N,N,N,Florida Marlins,Joe Robbie Stadium,1700466
1995,NL,HOU,HOU,C,2,144,72,76,68,N,N,N,N,Houston Astros,Astrodome,1363801
1995,AL,KCA,KCR,C,2,144,72,70,74,N,N,N,N,Kansas City Royals,Kauffman Stadium,1233530
1995,NL,LAN,LAD,W,1,144,72,78,66,Y,N,N,N,Los Angeles Dodgers,Dodger Stadium,2766251
1995,AL,MIN,MIN,C,5,144,72,56,88,N,N,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,1057667
1995,AL,ML4,MIL,C,4,144,72,65,79,N,N,N,N,Milwaukee Brewers,County Stadium,1087560
1995,NL,MON,WSN,E,5,144,72,66,78,N,N,N,N,Montreal Expos,Stade Olympique,1309618
1995,AL,NYA,NYY,E,2,145,73,79,65,N,Y,N,N,New York Yankees,Yankee Stadium II,1705263
1995,NL,NYN,NYM,E,2,144,72,69,75,N,N,N,N,New York Mets,Shea Stadium,1273183
1995,AL,OAK,OAK,W,4,144,72,67,77,N,N,N,N,Oakland Athletics,Oakland Coliseum,1174310
1995,NL,PHI,PHI,E,2,144,72,69,75,N,N,N,N,Philadelphia Phillies,Veterans Stadium,2043598
1995,NL,PIT,PIT,C,5,144,72,58,86,N,N,N,N,Pittsburgh Pirates,Three Rivers Stadium,905517
1995,NL,SDN,SDP,W,3,144,72,70,74,N,N,N,N,San Diego Padres,Jack Murphy Stadium,1041805
1995,AL,SEA,SEA,W,1,145,73,79,66,Y,N,N,N,Seattle Mariners,Kingdome,1643203
1995,NL,SFN,SFG,W,4,144,72,67,77,N,N,N,N,San Francisco Giants,Candlestick Park,1241500
1995,NL,SLN,STL,C,4,143,72,62,81,N,N,N,N,St. Louis Cardinals,Busch Stadium II,1756727
1995,AL,TEX,TEX,W,3,144,72,74,70,N,N,N,N,Texas Rangers,The Ballpark at Arlington,1985910
1995,AL,TOR,TOR,E,5,144,72,56,88,N,N,N,N,Toronto Blue Jays,Skydome,2826483
1996,NL,ATL,ATL,E,1,162,81,96,66,Y,N,Y,N,Atlanta Braves,Atlanta-Fulton County Stadium,2901242
1996,AL,BAL,BAL,E,2,163,82,88,74,N,Y,N,N,Baltimore Orioles,Oriole Park at Camden Yards,3646950
1996,AL,BOS,BOS,E,3,162,81,85,77,N,N,N,N,Boston Red Sox,Fenway Park II,2315231
1996,AL,CAL,ANA,W,4,161,81,70,91,N,N,N,N,California Angels,Anaheim Stadium,1820521
1996,AL,CHA,CHW,C,2,162,81,85,77,N,N,N,N,Chicago White Sox,Comiskey Park II,1676403
1996,NL,CHN,CHC,C,4,162,81,76,86,N,N,N,N,Chicago Cubs,Wrigley Field,2219110
1996,NL,CIN,CIN,C,3,162,81,81,81,N,N,N,N,Cincinnati Reds,Riverfront Stadium,1861428
1996,AL,CLE,CLE,C,1,161,80,99,62,Y,N,N,N,Cleveland Indians,Jacobs Field,3318174
1996,NL,COL,COL,W,3,162,81,83,79,N,N,N,N,Colorado Rockies,Coors Field,3891014
1996,AL,DET,DET,E,5,162,81,53,109,N,N,N,N,Detroit Tigers,Tiger Stadium,1168610
1996,NL,FLO,FLA,E,3,162,81,80,82,N,N,N,N,Florida Marlins,Joe Robbie Stadium,1746767
1996,NL,HOU,HOU,C,2,162,81,82,80,N,N,N,N,Houston Astros,Astrodome,1975888
1996,AL,KCA,KCR,C,5,161,80,75,86,N,N,N,N,Kansas City Royals,Kauffman Stadium,1435997
1996,NL,LAN,LAD,W,2,162,81,90,72,N,Y,N,N,Los Angeles Dodgers,Dodger Stadium,3188454
1996,AL,MIN,MIN,C,4,162,82,78,84,N,N,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,1437352
1996,AL,ML4,MIL,C,3,162,81,80,82,N,N,N,N,Milwaukee Brewers,County Stadium,1327155
1996,NL,MON,WSN,E,2,162,81,88,74,N,N,N,N,Montreal Expos,Stade Olympique,1616709
1996,AL,NYA,NYY,E,1,162,80,92,70,Y,N,Y,Y,New York Yankees,Yankee Stadium II,2250877
1996,NL,NYN,NYM,E,4,162,81,71,91,N,N,N,N,New York Mets,Shea Stadium,1588323
1996,AL,OAK,OAK,W,3,162,81,78,84,N,N,N,N,Oakland Athletics,Oakland Coliseum,1148380
1996,NL,PHI,PHI,E,5,162,81,67,95,N,N,N,N,Philadelphia Phillies,Veterans Stadium,1801677
1996,NL,PIT,PIT,C,5,162,80,73,89,N,N,N,N,Pittsburgh Pirates,Three Rivers Stadium,1332150
1996,NL,SDN,SDP,W,1,162,81,91,71,Y,N,N,N,San Diego Padres,Jack Murphy Stadium,2187886
1996,AL,SEA,SEA,W,2,161,81,85,76,N,N,N,N,Seattle Mariners,Kingdome,2723850
1996,NL,SFN,SFG,W,4,162,82,68,94,N,N,N,N,San Francisco Giants,Candlestick Park,1413922
1996,NL,SLN,STL,C,1,162,81,88,74,Y,N,N,N,St. Louis Cardinals,Busch Stadium II,2654718
1996,AL,TEX,TEX,W,1,163,81,90,72,Y,N,N,N,Texas Rangers,The Ballpark at Arlington,2889020
1996,AL,TOR,TOR,E,4,162,81,74,88,N,N,N,N,Toronto Blue Jays,Skydome,2559573
1997,AL,ANA,ANA,W,2,162,82,84,78,N,N,N,N,Anaheim Angels,Edison International Field,1767330
1997,NL,ATL,ATL,E,1,162,81,101,61,Y,N,N,N,Atlanta Braves,Turner Field,3464488
1997,AL,BAL,BAL,E,1,162,81,98,64,Y,N,N,N,Baltimore Orioles,Oriole Park at Camden Yards,3711132
1997,AL,BOS,BOS,E,4,162,81,78,84,N,N,N,N,Boston Red Sox,Fenway Park II,2226136
1997,AL,CHA,CHW,C,2,161,81,80,81,N,N,N,N,Chicago White Sox,Comiskey Park II,1864782
1997,NL,CHN,CHC,C,5,162,81,68,94,N,N,N,N,Chicago Cubs,Wrigley Field,2190308
1997,NL,CIN,CIN,C,3,162,81,76,86,N,N,N,N,Cincinnati Reds,Cinergy Field,1785788
1997,AL,CLE,CLE,C,1,161,81,86,75,Y,N,Y,N,Cleveland Indians,Jacobs Field,3404750
1997,NL,COL,COL,W,3,162,81,83,79,N,N,N,N,Colorado Rockies,Coors Field,3888453
1997,AL,DET,DET,E,3,162,81,79,83,N,N,N,N,Detroit Tigers,Tiger Stadium,1365157
1997,NL,FLO,FLA,E,2,162,81,92,70,N,Y,Y,Y,Florida Marlins,Joe Robbie Stadium,2364387
1997,NL,HOU,HOU,C,1,162,81,84,78,Y,N,N,N,Houston Astros,Astrodome,2046781
1997,AL,KCA,KCR,C,5,161,80,67,94,N,N,N,N,Kansas City Royals,Kauffman Stadium,1517638
1997,NL,LAN,LAD,W,2,162,81,88,74,N,N,N,N,Los Angeles Dodgers,Dodger Stadium,3319504
1997,AL,MIN,MIN,C,4,162,81,68,94,N,N,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,1411064
1997,AL,ML4,MIL,C,3,161,80,78,83,N,N,N,N,Milwaukee Brewers,County Stadium,1444027
1997,NL,MON,WSN,E,4,162,81,78,84,N,N,N,N,Montreal Expos,Stade Olympique,1497609
1997,AL,NYA,NYY,E,2,162,80,96,66,N,Y,N,N,New York Yankees,Yankee Stadium II,2580325
1997,NL,NYN,NYM,E,3,162,81,88,74,N,N,N,N,New York Mets,Shea Stadium,1766174
1997,AL,OAK,OAK,W,4,162,81,65,97,N,N,N,N,Oakland Athletics,Oakland Coliseum,1264218
1997,NL,PHI,PHI,E,5,162,81,68,94,N,N,N,N,Philadelphia Phillies,Veterans Stadium,1490638
1997,NL,PIT,PIT,C,2,162,81,79,83,N,N,N,N,Pittsburgh Pirates,Three Rivers Stadium,1657022
1997,NL,SDN,SDP,W,4,162,81,76,86,N,N,N,N,San Diego Padres,Qualcomm Stadium,2089333
1997,AL,SEA,SEA,W,1,162,81,90,72,Y,N,N,N,Seattle Mariners,Kingdome,3192237
1997,NL,SFN,SFG,W,1,162,81,90,72,Y,N,N,N,San Francisco Giants,3Com Park,1690869
1997,NL,SLN,STL,C,4,162,81,73,89,N,N,N,N,St. Louis Cardinals,Busch Stadium II,2634014
1997,AL,TEX,TEX,W,3,162,81,77,85,N,N,N,N,Texas Rangers,The Ballpark at Arlington,2945228
1997,AL,TOR,TOR,E,5,162,81,76,86,N,N,N,N,Toronto Blue Jays,Skydome,2589297
1998,AL,ANA,ANA,W,2,162,81,85,77,N,N,N,N,Anaheim Angels,Edison International Field,2519280
1998,NL,ARI,ARI,W,5,162,81,65,97,N,N,N,N,Arizona Diamondbacks,Bank One Ballpark,3610290
1998,NL,ATL,ATL,E,1,162,81,106,56,Y,N,N,N,Atlanta Braves,Turner Field,3360860
1998,AL,BAL,BAL,E,4,162,81,79,83,N,N,N,N,Baltimore Orioles,Oriole Park at Camden Yards,3684650
1998,AL,BOS,BOS,E,2,162,81,92,70,N,Y,N,N,Boston Red Sox,Fenway Park II,2314704
1998,AL,CHA,CHW,C,2,163,81,80,82,N,N,N,N,Chicago White Sox,Comiskey Park II,1391146
1998,NL,CHN,CHC,C,2,163,82,90,73,N,Y,N,N,Chicago Cubs,Wrigley Field,2623194
1998,NL,CIN,CIN,C,4,162,81,77,85,N,N,N,N,Cincinnati Reds,Cinergy Field,1793649
1998,AL,CLE,CLE,C,1,162,81,89,73,Y,N,N,N,Cleveland Indians,Jacobs Field,3467299
1998,NL,COL,COL,W,4,162,81,77,85,N,N,N,N,Colorado Rockies,Coors Field,3792683
1998,AL,DET,DET,C,5,162,81,65,97,N,N,N,N,Detroit Tigers,Tiger Stadium,1409391
1998,NL,FLO,FLA,E,5,162,81,54,108,N,N,N,N,Florida Marlins,Joe Robbie Stadium,1730384
1998,NL,HOU,HOU,C,1,162,81,102,60,Y,N,N,N,Houston Astros,Astrodome,2458451
1998,AL,KCA,KCR,C,3,161,80,72,89,N,N,N,N,Kansas City Royals,Kauffman Stadium,1494875
1998,NL,LAN,LAD,W,3,162,81,83,79,N,N,N,N,Los Angeles Dodgers,Dodger Stadium,3089222
1998,NL,MIL,MIL,C,5,162,81,74,88,N,N,N,N,Milwaukee Brewers,County Stadium,1811593
1998,AL,MIN,MIN,C,4,162,81,70,92,N,N,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,1165976
1998,NL,MON,WSN,E,4,162,81,65,97,N,N,N,N,Montreal Expos,Stade Olympique,914909
1998,AL,NYA,NYY,E,1,162,81,114,48,Y,N,Y,Y,New York Yankees,Yankee Stadium II,2955193
1998,NL,NYN,NYM,E,2,162,81,88,74,N,N,N,N,New York Mets,Shea Stadium,2287948
1998,AL,OAK,OAK,W,4,162,81,74,88,N,N,N,N,Oakland Athletics,Oakland Coliseum,1232343
1998,NL,PHI,PHI,E,3,162,81,75,87,N,N,N,N,Philadelphia Phillies,Veterans Stadium,1715722
1998,NL,PIT,PIT,C,6,163,80,69,93,N,N,N,N,Pittsburgh Pirates,Three Rivers Stadium,1560950
1998,NL,SDN,SDP,W,1,162,81,98,64,Y,N,Y,N,San Diego Padres,Qualcomm Stadium,2555874
1998,AL,SEA,SEA,W,3,161,81,76,85,N,N,N,N,Seattle Mariners,Kingdome,2651511
1998,NL,SFN,SFG,W,2,163,81,89,74,N,N,N,N,San Francisco Giants,3Com Park,1925364
1998,NL,SLN,STL,C,3,163,82,83,79,N,N,N,N,St. Louis Cardinals,Busch Stadium II,3195691
1998,AL,TBA,TBD,E,5,162,81,63,99,N,N,N,N,Tampa Bay Devil Rays,Tropicana Field,2506293
1998,AL,TEX,TEX,W,1,162,81,88,74,Y,N,N,N,Texas Rangers,The Ballpark at Arlington,2927399
1998,AL,TOR,TOR,E,3,163,81,88,74,N,N,N,N,Toronto Blue Jays,Skydome,2454303
1999,AL,ANA,ANA,W,4,162,81,70,92,N,N,N,N,Anaheim Angels,Edison International Field,2253123
1999,NL,ARI,ARI,W,1,162,81,100,62,Y,N,N,N,Arizona Diamondbacks,Bank One Ballpark,3019654
1999,NL,ATL,ATL,E,1,162,81,103,59,Y,N,Y,N,Atlanta Braves,Turner Field,3284897
1999,AL,BAL,BAL,E,4,162,81,78,84,N,N,N,N,Baltimore Orioles,Oriole Park at Camden Yards,3433150
1999,AL,BOS,BOS,E,2,162,81,94,68,N,Y,N,N,Boston Red Sox,Fenway Park II,2446162
1999,AL,CHA,CHW,C,2,162,81,75,86,N,N,N,N,Chicago White Sox,Comiskey Park II,1338851
1999,NL,CHN,CHC,C,6,162,81,67,95,N,N,N,N,Chicago Cubs,Wrigley Field,2813854
1999,NL,CIN,CIN,C,2,163,82,96,67,N,N,N,N,Cincinnati Reds,Cinergy Field,2061222
1999,AL,CLE,CLE,C,1,162,81,97,65,Y,N,N,N,Cleveland Indians,Jacobs Field,3468456
1999,NL,COL,COL,W,5,162,81,72,90,N,N,N,N,Colorado Rockies,Coors Field,3481065
1999,AL,DET,DET,C,3,161,81,69,92,N,N,N,N,Detroit Tigers,Tiger Stadium,2026441
1999,NL,FLO,FLA,E,5,162,80,64,98,N,N,N,N,Florida Marlins,Pro Player Stadium,1369421
1999,NL,HOU,HOU,C,1,162,82,97,65,Y,N,N,N,Houston Astros,Astrodome,2706017
1999,AL,KCA,KCR,C,4,161,80,64,97,N,N,N,N,Kansas City Royals,Kauffman Stadium,1506068
1999,NL,LAN,LAD,W,3,162,81,77,85,N,N,N,N,Los Angeles Dodgers,Dodger Stadium,3095346
1999,NL,MIL,MIL,C,5,161,80,74,87,N,N,N,N,Milwaukee Brewers,County Stadium,1701796
1999,AL,MIN,MIN,C,5,161,81,63,97,N,N,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,1202829
1999,NL,MON,WSN,E,4,162,81,68,94,N,N,N,N,Montreal Expos,Stade Olympique,773277
1999,AL,NYA,NYY,E,1,162,81,98,64,Y,N,Y,Y,New York Yankees,Yankee Stadium II,3292736
1999,NL,NYN,NYM,E,2,163,81,97,66,N,Y,N,N,New York Mets,Shea Stadium,2725668
1999,AL,OAK,OAK,W,2,162,81,87,75,N,N,N,N,Oakland Athletics,Oakland Coliseum,1434610
1999,NL,PHI,PHI,E,3,162,81,77,85,N,N,N,N,Philadelphia Phillies,Veterans Stadium,1825337
1999,NL,PIT,PIT,C,3,161,81,78,83,N,N,N,N,Pittsburgh Pirates,Three Rivers Stadium,1638023
1999,NL,SDN,SDP,W,4,162,81,74,88,N,N,N,N,San Diego Padres,Qualcomm Stadium,2523538
1999,AL,SEA,SEA,W,3,162,81,79,83,N,N,N,N,Seattle Mariners,Kingdome / Safeco Field,2916346
1999,NL,SFN,SFG,W,2,162,81,86,76,N,N,N,N,San Francisco Giants,3Com Park,2078399
1999,NL,SLN,STL,C,4,161,80,75,86,N,N,N,N,St. Louis Cardinals,Busch Stadium II,3225334
1999,AL,TBA,TBD,E,5,162,81,69,93,N,N,N,N,Tampa Bay Devil Rays,Tropicana Field,1562827
1999,AL,TEX,TEX,W,1,162,81,95,67,Y,N,N,N,Texas Rangers,The Ballpark at Arlington,2771469
1999,AL,TOR,TOR,E,3,162,81,84,78,N,N,N,N,Toronto Blue Jays,Skydome,2163464
2000,AL,ANA,ANA,W,3,162,81,82,80,N,N,N,N,Anaheim Angels,Edison International Field,2066982
2000,NL,ARI,ARI,W,3,162,81,85,77,N,N,N,N,Arizona Diamondbacks,Bank One Ballpark,2942251
2000,NL,ATL,ATL,E,1,162,81,95,67,Y,N,N,N,Atlanta Braves,Turner Field,3234304
2000,AL,BAL,BAL,E,4,162,81,74,88,N,N,N,N,Baltimore Orioles,Oriole Park at Camden Yards,3297031
2000,AL,BOS,BOS,E,2,162,81,85,77,N,N,N,N,Boston Red Sox,Fenway Park II,2585895
2000,AL,CHA,CHW,C,1,162,81,95,67,Y,N,N,N,Chicago White Sox,Comiskey Park II,1947799
2000,NL,CHN,CHC,C,6,162,81,65,97,N,N,N,N,Chicago Cubs,Wrigley Field,2789511
2000,NL,CIN,CIN,C,2,163,82,85,77,N,N,N,N,Cincinnati Reds,Cinergy Field,2577371
2000,AL,CLE,CLE,C,2,162,81,90,72,N,N,N,N,Cleveland Indians,Jacobs Field,3456278
2000,NL,COL,COL,W,4,162,81,82,80,N,N,N,N,Colorado Rockies,Coors Field,3295129
2000,AL,DET,DET,C,3,162,81,79,83,N,N,N,N,Detroit Tigers,Comerica Park,2438617
2000,NL,FLO,FLA,E,3,161,81,79,82,N,N,N,N,Florida Marlins,Pro Player Stadium,1218326
2000,NL,HOU,HOU,C,4,162,81,72,90,N,N,N,N,Houston Astros,Enron Field,3056139
2000,AL,KCA,KCR,C,4,162,81,77,85,N,N,N,N,Kansas City Royals,Kauffman Stadium,1564847
2000,NL,LAN,LAD,W,2,162,81,86,76,N,N,N,N,Los Angeles Dodgers,Dodger Stadium,2880242
2000,NL,MIL,MIL,C,3,163,81,73,89,N,N,N,N,Milwaukee Brewers,County Stadium,1573621
2000,AL,MIN,MIN,C,5,162,81,69,93,N,N,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,1000760
2000,NL,MON,WSN,E,4,162,81,67,95,N,N,N,N,Montreal Expos,Stade Olympique,926272
2000,AL,NYA,NYY,E,1,161,80,87,74,Y,N,Y,Y,New York Yankees,Yankee Stadium II,3055435
2000,NL,NYN,NYM,E,2,162,81,94,68,N,Y,Y,N,New York Mets,Shea Stadium,2820530
2000,AL,OAK,OAK,W,1,161,81,91,70,Y,N,N,N,Oakland Athletics,Oakland Coliseum,1603744
2000,NL,PHI,PHI,E,5,162,81,65,97,N,N,N,N,Philadelphia Phillies,Veterans Stadium,1612769
2000,NL,PIT,PIT,C,5,162,81,69,93,N,N,N,N,Pittsburgh Pirates,Three Rivers Stadium,1748908
2000,NL,SDN,SDP,W,5,162,81,76,86,N,N,N,N,San Diego Padres,Qualcomm Stadium,2352443
2000,AL,SEA,SEA,W,2,162,81,91,71,N,Y,N,N,Seattle Mariners,Safeco Field,2914624
2000,NL,SFN,SFG,W,1,162,81,97,65,Y,N,N,N,San Francisco Giants,PacBell Park,3318800
2000,NL,SLN,STL,C,1,162,81,95,67,Y,N,N,N,St. Louis Cardinals,Busch Stadium II,3336493
2000,AL,TBA,TBD,E,5,161,80,69,92,N,N,N,N,Tampa Bay Devil Rays,Tropicana Field,1449673
2000,AL,TEX,TEX,W,4,162,81,71,91,N,N,N,N,Texas Rangers,The Ballpark at Arlington,2588401
2000,AL,TOR,TOR,E,3,162,81,83,79,N,N,N,N,Toronto Blue Jays,Skydome,1705712
2001,AL,ANA,ANA,W,3,162,81,75,87,N,N,N,N,Anaheim Angels,Edison International Field,2000919
2001,NL,ARI,ARI,W,1,162,81,92,70,Y,N,Y,Y,Arizona Diamondbacks,Bank One Ballpark,2736451
2001,NL,ATL,ATL,E,1,162,81,88,74,Y,N,N,N,Atlanta Braves,Turner Field,2823530
2001,AL,BAL,BAL,E,4,162,80,63,98,N,N,N,N,Baltimore Orioles,Oriole Park at Camden Yards,3094841
2001,AL,BOS,BOS,E,2,161,81,82,79,N,N,N,N,Boston Red Sox,Fenway Park II,2625333
2001,AL,CHA,CHW,C,3,162,81,83,79,N,N,N,N,Chicago White Sox,Comiskey Park II,1766172
2001,NL,CHN,CHC,C,3,162,81,88,74,N,N,N,N,Chicago Cubs,Wrigley Field,2779465
2001,NL,CIN,CIN,C,5,162,81,66,96,N,N,N,N,Cincinnati Reds,Cinergy Field,1879757
2001,AL,CLE,CLE,C,1,162,80,91,71,Y,N,N,N,Cleveland Indians,Jacobs Field,3175523
2001,NL,COL,COL,W,5,162,81,73,89,N,N,N,N,Colorado Rockies,Coors Field,3166821
2001,AL,DET,DET,C,4,162,81,66,96,N,N,N,N,Detroit Tigers,Comerica Park,1921305
2001,NL,FLO,FLA,E,4,162,80,76,86,N,N,N,N,Florida Marlins,Pro Player Stadium,1261226
2001,NL,HOU,HOU,C,1,162,81,93,69,Y,N,N,N,Houston Astros,Enron Field,2904277
2001,AL,KCA,KCR,C,5,162,81,65,97,N,N,N,N,Kansas City Royals,Kauffman Stadium,1536371
2001,NL,LAN,LAD,W,3,162,81,86,76,N,N,N,N,Los Angeles Dodgers,Dodger Stadium,3017143
