yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,W,L,DivWin,WCWin,LgWin,WSWin,name,park,attendance
1915,FL,KCF,KCP,,4,153,,81,72,,,N,,Kansas City Packers,,
1915,FL,NEW,NEW,,5,155,,80,72,,,N,,Newark Pepper,,
1915,NL,NY1,SFG,,8,155,76,69,83,,,N,N,New York Giants,Polo Grounds IV,391850
1915,AL,NYA,NYY,,5,154,82,69,83,,,N,N,New York Yankees,Polo Grounds IV,256035
1915,AL,PHA,OAK,,8,154,74,43,109,,,N,N,Philadelphia Athletics,Shibe Park,146223
1915,NL,PHI,PHI,,1,153,76,90,62,,,Y,N,Philadelphia Phillies,Baker Bowl,449898
1915,NL,PIT,PIT,,5,156,79,73,81,,,N,N,Pittsburgh Pirates,Forbes Field,225743
1915,FL,PTF,PBS,,3,156,,86,67,,,N,,Pittsburgh Rebels,,
1915,AL,SLA,BAL,,6,159,76,63,91,,,N,N,St. Louis Browns,Sportsman's Park IV,150358
1915,FL,SLF,SLI,,1,159,,87,67,,,N,,St. Louis Terriers,,
1915,NL,SLN,STL,,6,157,81,72,81,,,N,N,St. Louis Cardinals,Robison Field,252666
1915,AL,WS1,MIN,,4,155,80,85,68,,,N,N,Washington Senators,Griffith Stadium I,167332
1916,AL,BOS,BOS,,1,156,78,91,63,,,Y,Y,Boston Red Sox,Fenway Park I,496397
1916,NL,BRO,LAD,,1,156,78,94,60,,,Y,N,Brooklyn Robins,Ebbets Field,447747
1916,NL,BSN,ATL,,3,158,78,89,63,,,N,N,Boston Braves,Braves Field,313495
1916,AL,CHA,CHW,,2,155,77,89,65,,,N,N,Chicago White Sox,Comiskey Park,679923
1916,NL,CHN,CHC,,5,156,79,67,86,,,N,N,Chicago Cubs,Wrigley Field,453685
1916,NL,CIN,CIN,,7,155,76,60,93,,,N,N,Cincinnati Reds,Crosley Field,255846
1916,AL,CLE,CLE,,6,157,78,77,77,,,N,N,Cleveland Indians,League Park II,492106
1916,AL,DET,DET,,3,155,77,87,67,,,N,N,Detroit Tigers,Navin Field,616772
1916,NL,NY1,SFG,,4,155,78,86,66,,,N,N,New York Giants,Polo Grounds IV,552056
1916,AL,NYA,NYY,,4,156,79,80,74,,,N,N,New York Yankees,Polo Grounds IV,469211
1916,AL,PHA,OAK,,8,154,76,36,117,,,N,N,Philadelphia Athletics,Shibe Park,184471
1916,NL,PHI,PHI,,2,154,79,91,62,,,N,N,Philadelphia Phillies,Baker Bowl,515365
1916,NL,PIT,PIT,,6,157,78,65,89,,,N,N,Pittsburgh Pirates,Forbes Field,289132
1916,AL,SLA,BAL,,5,158,79,79,75,,,N,N,St. Louis Browns,Sportsman's Park IV,335740
1916,NL,SLN,STL,,7,153,76,60,93,,,N,N,St. Louis Cardinals,Robison Field,224308
1916,AL,WS1,MIN,,7,159,81,76,77,,,N,N,Washington Senators,Griffith Stadium I,177265
1917,AL,BOS,BOS,,2,157,80,90,62,,,N,N,Boston Red Sox,Fenway Park I,387856
1917,NL,BRO,LAD,,7,156,78,70,81,,,N,N,Brooklyn Robins,Ebbets Field,221619
1917,NL,BSN,ATL,,6,157,77,72,81,,,N,N,Boston Braves,Braves Field,174253
1917,AL,CHA,CHW,,1,156,79,100,54,,,Y,Y,Chicago White Sox,Comiskey Park,684521
1917,NL,CHN,CHC,,5,157,77,74,80,,,N,N,Chicago Cubs,Wrigley Field,360218
1917,NL,CIN,CIN,,4,157,80,78,76,,,N,N,Cincinnati Reds,Crosley Field,269056
1917,AL,CLE,CLE,,3,156,78,88,66,,,N,N,Cleveland Indians,League Park II,477298
1917,AL,DET,DET,,4,154,76,78,75,,,N,N,Detroit Tigers,Navin Field,457289
1917,NL,NY1,SFG,,1,158,80,98,56,,,Y,N,New York Giants,Polo Grounds IV,500264
1917,AL,NYA,NYY,,6,155,75,71,82,,,N,N,New York Yankees,Polo Grounds IV,330294
1917,AL,PHA,OAK,,8,154,76,55,98,,,N,N,Philadelphia Athletics,Shibe Park,221432
1917,NL,PHI,PHI,,2,154,76,87,65,,,N,N,Philadelphia Phillies,Baker Bowl,354428
1917,NL,PIT,PIT,,8,157,79,51,103,,,N,N,Pittsburgh Pirates,Forbes Field,192807
1917,AL,SLA,BAL,,7,155,78,57,97,,,N,N,St. Louis Browns,Sportsman's Park IV,210486
1917,NL,SLN,STL,,3,154,78,82,70,,,N,N,St. Louis Cardinals,Robison Field,288491
1917,AL,WS1,MIN,,5,157,80,74,79,,,N,N,Washington Senators,Griffith Stadium I,89682
1918,AL,BOS,BOS,,1,126,70,75,51,,,Y,Y,Boston Red Sox,Fenway Park I,249513
1918,NL,BRO,LAD,,5,126,54,57,69,,,N,N,Brooklyn Robins,Ebbets Field,83831
1918,NL,BSN,ATL,,7,124,52,53,71,,,N,N,Boston Braves,Braves Field,84938
1918,AL,CHA,CHW,,6,124,56,57,67,,,N,N,Chicago White Sox,Comiskey Park,195081
1918,NL,CHN,CHC,,1,131,74,84,45,,,Y,N,Chicago Cubs,Wrigley Field,337256
1918,NL,CIN,CIN,,3,129,71,68,60,,,N,N,Cincinnati Reds,Crosley Field,163009
1918,AL,CLE,CLE,,2,129,62,73,54,,,N,N,Cleveland Indians,League Park II,295515
1918,AL,DET,DET,,7,128,58,55,71,,,N,N,Detroit Tigers,Navin Field,203719
1918,NL,NY1,SFG,,2,124,56,71,53,,,N,N,New York Giants,Polo Grounds IV,256618
1918,AL,NYA,NYY,,4,126,67,60,63,,,N,N,New York Yankees,Polo Grounds IV,282047
1918,AL,PHA,OAK,,8,130,68,52,76,,,N,N,Philadelphia Athletics,Shibe Park,177926
1918,NL,PHI,PHI,,6,125,57,55,68,,,N,N,Philadelphia Phillies,Baker Bowl,122266
1918,NL,PIT,PIT,,4,126,71,65,60,,,N,N,Pittsburgh Pirates,Forbes Field,213610
1918,AL,SLA,BAL,,5,123,53,58,64,,,N,N,St. Louis Browns,Sportsman's Park IV,122076
1918,NL,SLN,STL,,8,131,73,51,78,,,N,N,St. Louis Cardinals,Robison Field,110599
1918,AL,WS1,MIN,,3,130,74,72,56,,,N,N,Washington Senators,Griffith Stadium I,182122
1919,AL,BOS,BOS,,6,138,66,66,71,,,N,N,Boston Red Sox,Fenway Park I,417291
1919,NL,BRO,LAD,,5,141,70,69,71,,,N,N,Brooklyn Robins,Ebbets Field,360721
1919,NL,BSN,ATL,,6,140,68,57,82,,,N,N,Boston Braves,Braves Field,167401
1919,AL,CHA,CHW,,1,140,70,88,52,,,Y,N,Chicago White Sox,Comiskey Park,627186
1919,NL,CHN,CHC,,3,140,71,75,65,,,N,N,Chicago Cubs,Wrigley Field,424430
1919,NL,CIN,CIN,,1,140,70,96,44,,,Y,Y,Cincinnati Reds,Crosley Field,532501
1919,AL,CLE,CLE,,2,139,69,84,55,,,N,N,Cleveland Indians,League Park II,538135
1919,AL,DET,DET,,4,140,70,80,60,,,N,N,Detroit Tigers,Navin Field,643805
1919,NL,NY1,SFG,,2,140,69,87,53,,,N,N,New York Giants,Polo Grounds IV,708857
1919,AL,NYA,NYY,,3,141,73,80,59,,,N,N,New York Yankees,Polo Grounds IV,619164
1919,AL,PHA,OAK,,8,140,70,36,104,,,N,N,Philadelphia Athletics,Shibe Park,225209
1919,NL,PHI,PHI,,8,138,71,47,90,,,N,N,Philadelphia Phillies,Baker Bowl,240424
1919,NL,PIT,PIT,,4,139,70,71,68,,,N,N,Pittsburgh Pirates,Forbes Field,276810
1919,AL,SLA,BAL,,5,140,70,67,72,,,N,N,St. Louis Browns,Sportsman's Park IV,349350
1919,NL,SLN,STL,,7,138,69,54,83,,,N,N,St. Louis Cardinals,Robison Field,167059
1919,AL,WS1,MIN,,7,142,72,56,84,,,N,N,Washington Senators,Griffith Stadium I,234096
1920,AL,BOS,BOS,,5,154,76,72,81,,,N,N,Boston Red Sox,Fenway Park I,402445
1920,NL,BRO,LAD,,1,155,78,93,61,,,Y,N,Brooklyn Robins,Ebbets Field,808722
1920,NL,BSN,ATL,,7,153,74,62,90,,,N,N,Boston Braves,Braves Field,162483
1920,AL,CHA,CHW,,2,154,77,96,58,,,N,N,Chicago White Sox,Comiskey Park,833492
1920,NL,CHN,CHC,,5,154,77,75,79,,,N,N,Chicago Cubs,Wrigley Field,480783
1920,NL,CIN,CIN,,3,154,77,82,71,,,N,N,Cincinnati Reds,Crosley Field,568107
1920,AL,CLE,CLE,,1,154,78,98,56,,,Y,Y,Cleveland Indians,League Park II,912832
1920,AL,DET,DET,,7,155,78,61,93,,,N,N,Detroit Tigers,Navin Field,579650
1920,NL,NY1,SFG,,2,155,80,86,68,,,N,N,New York Giants,Polo Grounds IV,929609
1920,AL,NYA,NYY,,3,154,77,95,59,,,N,N,New York Yankees,Polo Grounds IV,1289422
1920,AL,PHA,OAK,,8,156,77,48,106,,,N,N,Philadelphia Athletics,Shibe Park,287888
1920,NL,PHI,PHI,,8,153,77,62,91,,,N,N,Philadelphia Phillies,Baker Bowl,330998
1920,NL,PIT,PIT,,4,155,78,79,75,,,N,N,Pittsburgh Pirates,Forbes Field,429037
1920,AL,SLA,BAL,,4,154,78,76,77,,,N,N,St. Louis Browns,Sportsman's Park IV,419311
1920,NL,SLN,STL,,5,155,76,75,79,,,N,N,St. Louis Cardinals,Robison Field/Sportsman's Park IV,326836
1920,AL,WS1,MIN,,6,153,76,68,84,,,N,N,Washington Senators,Griffith Stadium I,359260
1921,AL,BOS,BOS,,5,154,77,75,79,,,N,N,Boston Red Sox,Fenway Park I,279273
1921,NL,BRO,LAD,,5,152,78,77,75,,,N,N,Brooklyn Robins,Ebbets Field,613245
1921,NL,BSN,ATL,,4,153,74,79,74,,,N,N,Boston Braves,Braves Field,318627
1921,AL,CHA,CHW,,7,154,77,62,92,,,N,N,Chicago White Sox,Comiskey Park,543650
1921,NL,CHN,CHC,,7,153,76,64,89,,,N,N,Chicago Cubs,Wrigley Field,410107
1921,NL,CIN,CIN,,6,153,76,70,83,,,N,N,Cincinnati Reds,Crosley Field,311227
1921,AL,CLE,CLE,,2,154,77,94,60,,,N,N,Cleveland Indians,League Park II,748705
1921,AL,DET,DET,,6,154,77,71,82,,,N,N,Detroit Tigers,Navin Field,661527
1921,NL,NY1,SFG,,1,153,79,94,59,,,Y,Y,New York Giants,Polo Grounds IV,973477
1921,AL,NYA,NYY,,1,153,78,98,55,,,Y,N,New York Yankees,Polo Grounds IV,1230696
1921,AL,PHA,OAK,,8,155,77,53,100,,,N,N,Philadelphia Athletics,Shibe Park,344430
1921,NL,PHI,PHI,,8,154,76,51,103,,,N,N,Philadelphia Phillies,Baker Bowl,273961
1921,NL,PIT,PIT,,2,154,76,90,63,,,N,N,Pittsburgh Pirates,Forbes Field,701567
1921,AL,SLA,BAL,,3,154,77,81,73,,,N,N,St. Louis Browns,Sportsman's Park IV,355978
1921,NL,SLN,STL,,3,154,78,87,66,,,N,N,St. Louis Cardinals,Sportsman's Park IV,384773
1921,AL,WS1,MIN,,4,154,76,80,73,,,N,N,Washington Senators,Griffith Stadium I,456069
1922,AL,BOS,BOS,,8,154,73,61,93,,,N,N,Boston Red Sox,Fenway Park I,259184
1922,NL,BRO,LAD,,6,155,78,76,78,,,N,N,Brooklyn Robins,Ebbets Field,498865
1922,NL,BSN,ATL,,8,154,76,53,100,,,N,N,Boston Braves,Braves Field,167965
1922,AL,CHA,CHW,,5,155,77,77,77,,,N,N,Chicago White Sox,Comiskey Park,602860
1922,NL,CHN,CHC,,5,156,76,80,74,,,N,N,Chicago Cubs,Wrigley Field,542283
1922,NL,CIN,CIN,,2,156,79,86,68,,,N,N,Cincinnati Reds,Crosley Field,493754
1922,AL,CLE,CLE,,4,155,80,78,76,,,N,N,Cleveland Indians,League Park II,528145
1922,AL,DET,DET,,3,155,77,79,75,,,N,N,Detroit Tigers,Navin Field,861206
1922,NL,NY1,SFG,,1,156,79,93,61,,,Y,Y,New York Giants,Polo Grounds IV,945809
1922,AL,NYA,NYY,,1,154,77,94,60,,,Y,N,New York Yankees,Polo Grounds IV,1026134
1922,AL,PHA,OAK,,7,155,78,65,89,,,N,N,Philadelphia Athletics,Shibe Park,425356
1922,NL,PHI,PHI,,7,154,77,57,96,,,N,N,Philadelphia Phillies,Baker Bowl,232471
1922,NL,PIT,PIT,,3,155,78,85,69,,,N,N,Pittsburgh Pirates,Forbes Field,523675
1922,AL,SLA,BAL,,2,154,77,93,61,,,N,N,St. Louis Browns,Sportsman's Park IV,712918
1922,NL,SLN,STL,,3,154,77,85,69,,,N,N,St. Louis Cardinals,Sportsman's Park IV,536998
1922,AL,WS1,MIN,,6,154,79,69,85,,,N,N,Washington Senators,Griffith Stadium I,458552
1923,AL,BOS,BOS,,8,154,78,61,91,,,N,N,Boston Red Sox,Fenway Park I,229688
1923,NL,BRO,LAD,,6,155,78,76,78,,,N,N,Brooklyn Robins,Ebbets Field,564666
1923,NL,BSN,ATL,,7,155,77,54,100,,,N,N,Boston Braves,Braves Field,227802
1923,AL,CHA,CHW,,7,156,75,69,85,,,N,N,Chicago White Sox,Comiskey Park,573778
1923,NL,CHN,CHC,,4,154,77,83,71,,,N,N,Chicago Cubs,Wrigley Field,703705
1923,NL,CIN,CIN,,2,154,78,91,63,,,N,N,Cincinnati Reds,Crosley Field,575063
1923,AL,CLE,CLE,,3,153,78,82,71,,,N,N,Cleveland Indians,League Park II,558856
1923,AL,DET,DET,,2,155,77,83,71,,,N,N,Detroit Tigers,Navin Field,911377
1923,NL,NY1,SFG,,1,153,77,95,58,,,Y,N,New York Giants,Polo Grounds IV,820780
1923,AL,NYA,NYY,,1,152,76,98,54,,,Y,Y,New York Yankees,Yankee Stadium I,1007066
1923,AL,PHA,OAK,,6,153,75,69,83,,,N,N,Philadelphia Athletics,Shibe Park,534122
1923,NL,PHI,PHI,,8,155,75,50,104,,,N,N,Philadelphia Phillies,Baker Bowl,228168
1923,NL,PIT,PIT,,3,154,77,87,67,,,N,N,Pittsburgh Pirates,Forbes Field,611082
1923,AL,SLA,BAL,,5,154,78,74,78,,,N,N,St. Louis Browns,Sportsman's Park IV,430296
1923,NL,SLN,STL,,5,154,78,79,74,,,N,N,St. Louis Cardinals,Sportsman's Park IV,338551
1923,AL,WS1,MIN,,4,155,79,75,78,,,N,N,Washington Senators,Griffith Stadium I,357406
1924,AL,BOS,BOS,,7,157,77,67,87,,,N,N,Boston Red Sox,Fenway Park I,448556
1924,NL,BRO,LAD,,2,154,77,92,62,,,N,N,Brooklyn Robins,Ebbets Field,818883
1924,NL,BSN,ATL,,8,154,76,53,100,,,N,N,Boston Braves,Braves Field,177478
1924,AL,CHA,CHW,,8,154,77,66,87,,,N,N,Chicago White Sox,Comiskey Park,606658
1924,NL,CHN,CHC,,5,154,78,81,72,,,N,N,Chicago Cubs,Wrigley Field,716922
1924,NL,CIN,CIN,,4,153,76,83,70,,,N,N,Cincinnati Reds,Crosley Field,473707
1924,AL,CLE,CLE,,6,153,75,67,86,,,N,N,Cleveland Indians,League Park II,481905
1924,AL,DET,DET,,3,156,78,86,68,,,N,N,Detroit Tigers,Navin Field,1015136
1924,NL,NY1,SFG,,1,154,77,93,60,,,Y,N,New York Giants,Polo Grounds IV,844068
1924,AL,NYA,NYY,,2,153,78,89,63,,,N,N,New York Yankees,Yankee Stadium I,1053533
1924,AL,PHA,OAK,,5,152,75,71,81,,,N,N,Philadelphia Athletics,Shibe Park,531992
1924,NL,PHI,PHI,,7,152,76,55,96,,,N,N,Philadelphia Phillies,Baker Bowl,299818
1924,NL,PIT,PIT,,3,153,77,90,63,,,N,N,Pittsburgh Pirates,Forbes Field,736883
1924,AL,SLA,BAL,,4,153,78,74,78,,,N,N,St. Louis Browns,Sportsman's Park IV,533349
1924,NL,SLN,STL,,6,154,77,65,89,,,N,N,St. Louis Cardinals,Sportsman's Park IV,272885
1924,AL,WS1,MIN,,1,156,79,92,62,,,Y,Y,Washington Senators,Griffith Stadium I,584310
1925,AL,BOS,BOS,,8,152,75,47,105,,,N,N,Boston Red Sox,Fenway Park I,267782
1925,NL,BRO,LAD,,6,153,77,68,85,,,N,N,Brooklyn Robins,Ebbets Field,659435
1925,NL,BSN,ATL,,5,153,76,70,83,,,N,N,Boston Braves,Braves Field,313528
1925,AL,CHA,CHW,,5,154,77,79,75,,,N,N,Chicago White Sox,Comiskey Park,832231
1925,NL,CHN,CHC,,8,154,77,68,86,,,N,N,Chicago Cubs,Wrigley Field,622610
1925,NL,CIN,CIN,,3,153,76,80,73,,,N,N,Cincinnati Reds,Crosley Field,464920
1925,AL,CLE,CLE,,6,155,77,70,84,,,N,N,Cleveland Indians,League Park II,419005
1925,AL,DET,DET,,4,156,77,81,73,,,N,N,Detroit Tigers,Navin Field,820766
1925,NL,NY1,SFG,,2,152,76,86,66,,,N,N,New York Giants,Polo Grounds IV,778993
1925,AL,NYA,NYY,,7,156,79,69,85,,,N,N,New York Yankees,Yankee Stadium I,697267
1925,AL,PHA,OAK,,2,153,77,88,64,,,N,N,Philadelphia Athletics,Shibe Park,869703
1925,NL,PHI,PHI,,6,153,77,68,85,,,N,N,Philadelphia Phillies,Baker Bowl,304905
1925,NL,PIT,PIT,,1,153,77,95,58,,,Y,Y,Pittsburgh Pirates,Forbes Field,804354
1925,AL,SLA,BAL,,3,154,78,82,71,,,N,N,St. Louis Browns,Sportsman's Park IV,462898
1925,NL,SLN,STL,,4,153,76,77,76,,,N,N,St. Louis Cardinals,Sportsman's Park IV,404959
1925,AL,WS1,MIN,,1,152,76,96,55,,,Y,N,Washington Senators,Griffith Stadium I,817199
1926,AL,BOS,BOS,,8,154,77,46,107,,,N,N,Boston Red Sox,Fenway Park I,285155
1926,NL,BRO,LAD,,6,155,76,71,82,,,N,N,Brooklyn Robins,Ebbets Field,650819
1926,NL,BSN,ATL,,7,153,77,66,86,,,N,N,Boston Braves,Braves Field,303598
1926,AL,CHA,CHW,,5,155,79,81,72,,,N,N,Chicago White Sox,Comiskey Park,710339
1926,NL,CHN,CHC,,4,155,78,82,72,,,N,N,Chicago Cubs,Wrigley Field,885063
1926,NL,CIN,CIN,,2,157,77,87,67,,,N,N,Cincinnati Reds,Crosley Field,672987
1926,AL,CLE,CLE,,2,154,80,88,66,,,N,N,Cleveland Indians,League Park II,627426
1926,AL,DET,DET,,6,157,81,79,75,,,N,N,Detroit Tigers,Navin Field,711914
1926,NL,NY1,SFG,,5,151,76,74,77,,,N,N,New York Giants,Polo Grounds IV,700362
1926,AL,NYA,NYY,,1,155,75,91,63,,,Y,N,New York Yankees,Yankee Stadium I,1027675
1926,AL,PHA,OAK,,3,150,71,83,67,,,N,N,Philadelphia Athletics,Shibe Park,714508
1926,NL,PHI,PHI,,8,152,76,58,93,,,N,N,Philadelphia Phillies,Baker Bowl,240600
1926,NL,PIT,PIT,,3,157,79,84,69,,,N,N,Pittsburgh Pirates,Forbes Field,798542
1926,AL,SLA,BAL,,7,155,79,62,92,,,N,N,St. Louis Browns,Sportsman's Park IV,283986
1926,NL,SLN,STL,,1,156,79,89,65,,,Y,Y,St. Louis Cardinals,Sportsman's Park IV,668428
1926,AL,WS1,MIN,,4,152,74,81,69,,,N,N,Washington Senators,Griffith Stadium I,551580
1927,AL,BOS,BOS,,8,154,78,51,103,,,N,N,Boston Red Sox,Fenway Park I,305275
1927,NL,BRO,LAD,,6,154,74,65,88,,,N,N,Brooklyn Robins,Ebbets Field,637230
1927,NL,BSN,ATL,,7,155,74,60,94,,,N,N,Boston Braves,Braves Field,288685
1927,AL,CHA,CHW,,5,153,75,70,83,,,N,N,Chicago White Sox,Comiskey Park,614423
1927,NL,CHN,CHC,,4,153,78,85,68,,,N,N,Chicago Cubs,Wrigley Field,1159168
1927,NL,CIN,CIN,,5,153,80,75,78,,,N,N,Cincinnati Reds,Crosley Field,442164
1927,AL,CLE,CLE,,6,153,77,66,87,,,N,N,Cleveland Indians,League Park II,373138
1927,AL,DET,DET,,4,156,78,82,71,,,N,N,Detroit Tigers,Navin Field,773716
1927,NL,NY1,SFG,,3,155,74,92,62,,,N,N,New York Giants,Polo Grounds IV,858190
1927,AL,NYA,NYY,,1,155,77,110,44,,,Y,Y,New York Yankees,Yankee Stadium I,1164015
1927,AL,PHA,OAK,,2,155,77,91,63,,,N,N,Philadelphia Athletics,Shibe Park,605529
1927,NL,PHI,PHI,,8,155,78,51,103,,,N,N,Philadelphia Phillies,Baker Bowl,305420
1927,NL,PIT,PIT,,1,156,79,94,60,,,Y,N,Pittsburgh Pirates,Forbes Field,869720
1927,AL,SLA,BAL,,7,155,78,59,94,,,N,N,St. Louis Browns,Sportsman's Park IV,247879
1927,NL,SLN,STL,,2,153,80,92,61,,,N,N,St. Louis Cardinals,Sportsman's Park IV,749340
1927,AL,WS1,MIN,,3,157,79,85,69,,,N,N,Washington Senators,Griffith Stadium I,528976
1928,AL,BOS,BOS,,8,154,74,57,96,,,N,N,Boston Red Sox,Fenway Park I,396920
1928,NL,BRO,LAD,,6,155,77,77,76,,,N,N,Brooklyn Robins,Ebbets Field,664863
1928,NL,BSN,ATL,,7,153,76,50,103,,,N,N,Boston Braves,Braves Field,227001
1928,AL,CHA,CHW,,5,155,78,72,82,,,N,N,Chicago White Sox,Comiskey Park,494152
1928,NL,CHN,CHC,,3,154,77,91,63,,,N,N,Chicago Cubs,Wrigley Field,1143740
1928,NL,CIN,CIN,,5,153,78,78,74,,,N,N,Cincinnati Reds,Crosley Field,490490
1928,AL,CLE,CLE,,7,155,77,62,92,,,N,N,Cleveland Indians,League Park II,375907
1928,AL,DET,DET,,6,154,77,68,86,,,N,N,Detroit Tigers,Navin Field,474323
1928,NL,NY1,SFG,,2,155,77,93,61,,,N,N,New York Giants,Polo Grounds IV,916191
1928,AL,NYA,NYY,,1,154,77,101,53,,,Y,Y,New York Yankees,Yankee Stadium I,1072132
1928,AL,PHA,OAK,,2,153,77,98,55,,,N,N,Philadelphia Athletics,Shibe Park,689756
1928,NL,PHI,PHI,,8,152,75,43,109,,,N,N,Philadelphia Phillies,Baker Bowl,182168
1928,NL,PIT,PIT,,4,152,77,85,67,,,N,N,Pittsburgh Pirates,Forbes Field,495070
1928,AL,SLA,BAL,,3,154,77,82,72,,,N,N,St. Louis Browns,Sportsman's Park IV,339497
1928,NL,SLN,STL,,1,154,77,95,59,,,Y,N,St. Louis Cardinals,Sportsman's Park IV,761574
1928,AL,WS1,MIN,,4,155,80,75,79,,,N,N,Washington Senators,Griffith Stadium I,378501
1929,AL,BOS,BOS,,8,155,78,58,96,,,N,N,Boston Red Sox,Fenway Park I,394620
1929,NL,BRO,LAD,,6,153,77,70,83,,,N,N,Brooklyn Robins,Ebbets Field,731886
1929,NL,BSN,ATL,,8,154,77,56,98,,,N,N,Boston Braves,Braves Field,372351
1929,AL,CHA,CHW,,7,152,76,59,93,,,N,N,Chicago White Sox,Comiskey Park,426795
1929,NL,CHN,CHC,,1,156,78,98,54,,,Y,N,Chicago Cubs,Wrigley Field,1485166
1929,NL,CIN,CIN,,7,155,78,66,88,,,N,N,Cincinnati Reds,Crosley Field,295040
1929,AL,CLE,CLE,,3,152,76,81,71,,,N,N,Cleveland Indians,League Park II,536210
1929,AL,DET,DET,,6,155,77,70,84,,,N,N,Detroit Tigers,Navin Field,869318
1929,NL,NY1,SFG,,3,152,77,84,67,,,N,N,New York Giants,Polo Grounds IV,868806
1929,AL,NYA,NYY,,2,154,77,88,66,,,N,N,New York Yankees,Yankee Stadium I,960148
1929,AL,PHA,OAK,,1,151,74,104,46,,,Y,Y,Philadelphia Athletics,Shibe Park,839176
1929,NL,PHI,PHI,,5,154,76,71,82,,,N,N,Philadelphia Phillies,Baker Bowl,281200
1929,NL,PIT,PIT,,2,154,76,88,65,,,N,N,Pittsburgh Pirates,Forbes Field,491377
1929,AL,SLA,BAL,,4,154,77,79,73,,,N,N,St. Louis Browns,Sportsman's Park IV,280697
1929,NL,SLN,STL,,4,154,77,78,74,,,N,N,St. Louis Cardinals,Sportsman's Park IV,399887
1929,AL,WS1,MIN,,5,153,78,71,81,,,N,N,Washington Senators,Griffith Stadium I,355506
1930,AL,BOS,BOS,,8,154,76,52,102,,,N,N,Boston Red Sox,Fenway Park I,444045
1930,NL,BRO,LAD,,4,154,77,86,68,,,N,N,Brooklyn Robins,Ebbets Field,1097329
1930,NL,BSN,ATL,,6,154,77,70,84,,,N,N,Boston Braves,Braves Field,464835
1930,AL,CHA,CHW,,7,154,78,62,92,,,N,N,Chicago White Sox,Comiskey Park,406123
1930,NL,CHN,CHC,,2,156,79,90,64,,,N,N,Chicago Cubs,Wrigley Field,1463624
1930,NL,CIN,CIN,,7,154,77,59,95,,,N,N,Cincinnati Reds,Crosley Field,386727
1930,AL,CLE,CLE,,4,154,77,81,73,,,N,N,Cleveland Indians,League Park II,528657
1930,AL,DET,DET,,5,154,78,75,79,,,N,N,Detroit Tigers,Navin Field,649450
1930,NL,NY1,SFG,,3,154,77,87,67,,,N,N,New York Giants,Polo Grounds IV,868714
1930,AL,NYA,NYY,,3,154,76,86,68,,,N,N,New York Yankees,Yankee Stadium I,1169230
1930,AL,PHA,OAK,,1,154,76,102,52,,,Y,Y,Philadelphia Athletics,Shibe Park,721663
1930,NL,PHI,PHI,,8,156,77,52,102,,,N,N,Philadelphia Phillies,Baker Bowl,299007
1930,NL,PIT,PIT,,5,154,77,80,74,,,N,N,Pittsburgh Pirates,Forbes Field,357795
1930,AL,SLA,BAL,,6,154,78,64,90,,,N,N,St. Louis Browns,Sportsman's Park IV,152088
1930,NL,SLN,STL,,1,154,77,92,62,,,Y,N,St. Louis Cardinals,Sportsman's Park IV,508501
1930,AL,WS1,MIN,,2,154,77,94,60,,,N,N,Washington Senators,Griffith Stadium I,614474
1931,AL,BOS,BOS,,6,153,80,62,90,,,N,N,Boston Red Sox,Fenway Park I,350975
1931,NL,BRO,LAD,,4,153,76,79,73,,,N,N,Brooklyn Robins,Ebbets Field,753133
1931,NL,BSN,ATL,,7,156,78,64,90,,,N,N,Boston Braves,Braves Field,515005
1931,AL,CHA,CHW,,8,156,77,56,97,,,N,N,Chicago White Sox,Comiskey Park,403550
1931,NL,CHN,CHC,,3,156,77,84,70,,,N,N,Chicago Cubs,Wrigley Field,1086422
1931,NL,CIN,CIN,,8,154,77,58,96,,,N,N,Cincinnati Reds,Crosley Field,263316
1931,AL,CLE,CLE,,4,155,76,78,76,,,N,N,Cleveland Indians,League Park II,483027
1931,AL,DET,DET,,7,154,77,61,93,,,N,N,Detroit Tigers,Navin Field,434056
1931,NL,NY1,SFG,,2,153,78,87,65,,,N,N,New York Giants,Polo Grounds IV,812163
1931,AL,NYA,NYY,,2,155,77,94,59,,,N,N,New York Yankees,Yankee Stadium I,912437
1931,AL,PHA,OAK,,1,153,75,107,45,,,Y,N,Philadelphia Athletics,Shibe Park,627464
1931,NL,PHI,PHI,,6,155,76,66,88,,,N,N,Philadelphia Phillies,Baker Bowl,284849
1931,NL,PIT,PIT,,5,155,78,75,79,,,N,N,Pittsburgh Pirates,Forbes Field,260392
1931,AL,SLA,BAL,,5,154,77,63,91,,,N,N,St. Louis Browns,Sportsman's Park IV,179126
1931,NL,SLN,STL,,1,154,78,101,53,,,Y,Y,St. Louis Cardinals,Sportsman's Park IV,608535
1931,AL,WS1,MIN,,3,156,79,92,62,,,N,N,Washington Senators,Griffith Stadium I,492657
1932,AL,BOS,BOS,,8,154,77,43,111,,,N,N,Boston Red Sox,Fenway Park I,182150
1932,NL,BRO,LAD,,3,154,78,81,73,,,N,N,Brooklyn Dodgers,Ebbets Field,681827
1932,NL,BSN,ATL,,5,155,77,77,77,,,N,N,Boston Braves,Braves Field,507606
1932,AL,CHA,CHW,,7,152,77,49,102,,,N,N,Chicago White Sox,Comiskey Park,233198
