1732,6,913,0,0,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,20130101,20130131,-115496.18,-116878.8,MYR,0,0,EY_NA,-23029.31,-23326.6,EUR,20141115,NULL,20141115
1732,6,914,0,0,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,20130101,20130228,-115496.18,-118261.37,MYR,0,0,EY_NA,-23029.31,-23623.92,EUR,20141115,NULL,20141115
1732,6,915,0,0,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,20130101,20130331,-115496.18,-119643.98,MYR,0,0,EY_NA,-23029.31,-23921.22,EUR,20141115,NULL,20141115
1732,6,916,0,0,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,20130101,20130430,-115496.18,-121026.59,MYR,0,0,EY_NA,-23029.31,-24218.57,EUR,20141115,NULL,20141115
1732,6,917,0,0,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,20130101,20130531,-115496.18,-122409.16,MYR,0,0,EY_NA,-23029.31,-24515.85,EUR,20141115,NULL,20141115
1732,6,918,0,0,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,20130101,20130630,-115496.18,-123791.77,MYR,0,0,EY_NA,-23029.31,-24813.17,EUR,20141115,NULL,20141115
1732,6,919,0,0,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,20130101,20130731,-115496.18,-125174.38,MYR,0,0,EY_NA,-23029.31,-25110.47,EUR,20141115,NULL,20141115
1732,6,920,0,0,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,20130101,20130831,-115496.18,-126556.95,MYR,0,0,EY_NA,-23029.31,-25407.78,EUR,20141115,NULL,20141115
1732,6,921,0,0,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,20130101,20130930,-115496.18,-127939.57,MYR,0,0,EY_NA,-23029.31,-25705.09,EUR,20141115,NULL,20141115
1732,6,922,0,0,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,20130101,20131031,-115496.18,-129322.18,MYR,0,0,EY_NA,-23029.31,-26002.4,EUR,20141115,NULL,20141115
1732,6,923,0,0,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,20130101,20131130,-115496.18,-130704.75,MYR,0,0,EY_NA,-23029.31,-26299.72,EUR,20141115,NULL,20141115
1732,6,924,0,0,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,20130101,20131231,-115496.18,-132087.36,MYR,0,0,EY_NA,-23029.31,-26597.02,EUR,20141115,NULL,20141115
1732,6,925,0,0,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,20130101,20131231,-115496.18,-132087.36,MYR,0,0,EY_NA,-23029.31,-26597.02,EUR,20141115,NULL,20141115
1732,6,926,0,0,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,20130101,20131231,-115496.18,-132087.36,MYR,0,0,EY_NA,-23029.31,-26597.02,EUR,20141115,NULL,20141115
1732,6,927,0,0,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,20130101,20131231,-115496.18,-132087.36,MYR,0,0,EY_NA,-23029.31,-26597.02,EUR,20141115,NULL,20141115
1732,6,928,0,0,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,20130101,20131231,-115496.18,-132087.36,MYR,0,0,EY_NA,-23029.31,-26597.02,EUR,20141115,NULL,20141115
1732,6,929,0,0,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,20140101,20140131,-132087.36,-133469.98,MYR,0,0,EY_NA,-26597.02,-26894.31,EUR,20141115,NULL,20141115
1732,6,930,0,0,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,20140101,20140228,-132087.36,-134852.55,MYR,0,0,EY_NA,-26597.02,-27191.63,EUR,20141115,NULL,20141115
