coa_id,bu_id,source_id,segment1_id,segment2_id,user_listing_id,approved_by_id,year_flag,period_flag,ey_period,sys_man_ind,journal_type,functional_curr_cd,reporting_curr_cd,source_type,net_reporting_amount,net_reporting_amount_credit,net_reporting_amount_debit,net_functional_amount,net_functional_amount_credit,net_functional_amount_debit
1761,5,10,30,26,22,0,PY ,PIP,2013-004,M,Manual,EUR,EY_NA,Activity,0,0,0,2369.92,0,2369.92
1761,5,10,30,26,22,0,PY ,PRP,2013-012,M,Manual,EUR,EY_NA,Activity,0,0,0,1000.58,0,1000.58
1761,5,14,30,26,20,0,CY ,IP ,2014-005,M,Manual,EUR,EY_NA,Activity,0,0,0,-64500.83,64500.83,0
1761,5,14,30,26,22,0,CY ,IP ,2014-001,M,Manual,EUR,EY_NA,Activity,0,0,0,-36.49,36.49,0
1761,5,19,30,26,20,0,PY ,PIP,2013-005,M,Manual,EUR,EY_NA,Activity,0,0,0,-101076.25,101076.25,0
1761,5,36,30,26,20,0,CY ,IP ,2014-004,M,Manual,EUR,EY_NA,Activity,0,0,0,40731.57,0,40731.57
1761,5,36,30,26,20,0,PY ,PIP,2013-003,M,Manual,EUR,EY_NA,Activity,0,0,0,57266.56,0,57266.56
1761,5,36,30,26,20,0,PY ,PRP,2013-011,M,Manual,EUR,EY_NA,Activity,0,0,0,29765.52,0,29765.52
1762,6,19,31,27,21,0,CY ,IP ,2014-003,M,Manual,MYR,EY_NA,Activity,0,0,0,-11018.64,11018.64,0
1762,6,19,31,27,21,0,CY ,IP ,2014-006,M,Manual,MYR,EY_NA,Activity,0,0,0,-12768,12768,0
1762,6,19,31,27,21,0,PY ,PIP,2013-005,M,Manual,MYR,EY_NA,Activity,0,0,0,-3408,3408,0
1754,5,33,30,26,20,0,CY ,IP ,2014-002,M,Manual,EUR,EY_NA,Activity,0,0,0,-28.75,28.75,0
1754,5,33,30,26,20,0,CY ,IP ,2014-005,M,Manual,EUR,EY_NA,Activity,0,0,0,-9.11,9.11,0
1754,5,33,30,26,20,0,PY ,PIP,2013-001,M,Manual,EUR,EY_NA,Activity,0,0,0,-15.29,15.29,0
1754,5,33,30,26,20,0,PY ,PIP,2013-003,M,Manual,EUR,EY_NA,Activity,0,0,0,-18.78,18.78,0
1754,5,33,30,26,20,0,PY ,PIP,2013-006,M,Manual,EUR,EY_NA,Activity,0,0,0,26991.03,8.97,27000
1754,5,33,30,26,20,0,PY ,PRP,2013-009,M,Manual,EUR,EY_NA,Activity,0,0,0,-9.72,9.72,0
1754,5,33,30,26,20,0,PY ,PRP,2013-011,M,Manual,EUR,EY_NA,Activity,0,0,0,20490.18,9.82,20500
1754,5,33,30,26,22,0,PY ,PRP,2013-008,M,Manual,EUR,EY_NA,Activity,0,0,0,-6.48,6.48,0
1754,5,34,30,26,20,0,PY ,PIP,2013-002,M,Manual,EUR,EY_NA,Activity,0,0,0,42850,0,42850
1754,5,34,30,26,20,0,PY ,PIP,2013-004,M,Manual,EUR,EY_NA,Activity,0,0,0,3400,8100,11500
1754,5,34,30,26,20,0,PY ,PRP,2013-010,M,Manual,EUR,EY_NA,Activity,0,0,0,7500,0,7500
1754,5,34,30,26,20,0,PY ,PRP,2013-012,M,Manual,EUR,EY_NA,Activity,0,0,0,105000,0,105000
1754,5,34,30,26,22,0,CY ,IP ,2014-004,M,Manual,EUR,EY_NA,Activity,0,0,0,2950,0,2950
1754,5,34,30,26,22,0,PY ,PRP,2013-007,M,Manual,EUR,EY_NA,Activity,0,0,0,96800,0,96800
1754,5,34,30,26,22,0,SP ,SP ,2014-007,M,Manual,EUR,EY_NA,Activity,0,0,0,18000,0,18000
1754,5,36,30,26,20,0,CY ,IP ,2014-004,M,Manual,EUR,EY_NA,Activity,0,0,0,-56165.81,56165.81,0
1754,5,36,30,26,20,0,CY ,IP ,2014-005,M,Manual,EUR,EY_NA,Activity,0,0,0,-166210.66,166210.66,0
1754,5,36,30,26,20,0,PY ,PIP,2013-001,M,Manual,EUR,EY_NA,Activity,0,0,0,-205913.06,205913.06,0
1754,5,36,30,26,20,0,PY ,PIP,2013-003,M,Manual,EUR,EY_NA,Activity,0,0,0,-92804.6,92804.6,0
1754,5,36,30,26,20,0,PY ,PIP,2013-006,M,Manual,EUR,EY_NA,Activity,0,0,0,-61328.41,61328.41,0
1754,5,36,30,26,20,0,PY ,PRP,2013-007,M,Manual,EUR,EY_NA,Activity,0,0,0,-14475.74,21545.72,7069.98
1754,5,36,30,26,20,0,PY ,PRP,2013-009,M,Manual,EUR,EY_NA,Activity,0,0,0,-125709.46,125709.46,0
1754,5,36,30,26,20,0,PY ,PRP,2013-011,M,Manual,EUR,EY_NA,Activity,0,0,0,-53877.68,53877.68,0
1754,5,36,30,26,22,0,PY ,PIP,2013-005,M,Manual,EUR,EY_NA,Activity,0,0,0,-14611.94,14611.94,0
1754,5,36,30,26,22,0,PY ,PRP,2013-008,M,Manual,EUR,EY_NA,Activity,0,0,0,-84381.68,84381.68,0
1756,8,2,32,28,13,0,PY ,PRP,2013-010,M,Manual,RON,EY_NA,Activity,0,0,0,134710.91,0,134710.91
1756,8,2,32,28,13,0,PY ,PRP,2013-012,M,Manual,RON,EY_NA,Activity,0,0,0,32691.23,0,32691.23
1756,8,22,32,28,27,0,CY ,IP ,2014-001,M,Manual,RON,EY_NA,Activity,0,0,0,-5823.84,5823.84,0
1756,8,22,32,28,27,0,CY ,IP ,2014-006,M,Manual,RON,EY_NA,Activity,0,0,0,5147.18,0,5147.18
1756,8,22,32,28,27,0,PY ,PRP,2013-011,M,Manual,RON,EY_NA,Activity,0,0,0,9629.35,0,9629.35
1756,8,36,32,28,27,0,PY ,PIP,2013-004,M,Manual,RON,EY_NA,Activity,0,0,0,44179,0,44179
1756,8,36,32,28,27,0,PY ,PRP,2013-012,M,Manual,RON,EY_NA,Activity,0,0,0,44749,0,44749
1760,4,22,30,26,13,0,PY ,PRP,2013-012,M,Manual,EUR,EY_NA,Activity,0,0,0,-7322.81,7322.81,0
1761,5,2,30,26,20,0,CY ,IP ,2014-004,M,Manual,EUR,EY_NA,Activity,0,0,0,24442.81,0,24442.81
1762,6,36,31,27,8,0,SP ,SP ,2014-007,M,Manual,MYR,EY_NA,Activity,0,0,0,12768,0,12768
1762,6,36,31,27,21,0,PY ,PIP,2013-006,M,Manual,MYR,EY_NA,Activity,0,0,0,208,0,208
