coa_id,bu_id,source_id,segment1_id,segment2_id,user_listing_id,approved_by_id,year_flag,period_flag,ey_period,sys_man_ind,journal_type,functional_curr_cd,reporting_curr_cd,source_type,net_reporting_amount,net_reporting_amount_credit,net_reporting_amount_debit,net_functional_amount,net_functional_amount_credit,net_functional_amount_debit
5316,6,2,31,27,8,0,CY ,IP ,2014-002,M,Manual,MYR,EY_NA,Activity,0,0,0,52802.3,0,52802.3
5318,3,22,30,26,20,0,PY ,PIP,2013-006,M,Manual,EUR,EY_NA,Activity,0,0,0,-24802.43,24802.43,0
5321,4,19,30,26,20,0,CY ,IP ,2014-005,M,Manual,EUR,EY_NA,Activity,0,0,0,0,4191.8,4191.8
5321,4,19,30,26,22,0,CY ,IP ,2014-006,M,Manual,EUR,EY_NA,Activity,0,0,0,0,7709.93,7709.93
5328,5,22,30,26,20,0,PY ,PIP,2013-004,M,Manual,EUR,EY_NA,Activity,0,0,0,-1210.42,1210.42,0
5328,5,33,30,26,20,0,CY ,IP ,2014-001,M,Manual,EUR,EY_NA,Activity,0,0,0,-619,619,0
5328,5,33,30,26,20,0,PY ,PRP,2013-008,M,Manual,EUR,EY_NA,Activity,0,0,0,1212.26,0,1212.26
5329,8,2,32,28,27,0,CY ,IP ,2014-003,M,Manual,RON,EY_NA,Activity,0,0,0,3081,0,3081
5329,8,22,32,28,27,0,CY ,IP ,2014-001,M,Manual,RON,EY_NA,Activity,0,0,0,-2211,2211,0
5329,8,22,32,28,27,0,CY ,IP ,2014-006,M,Manual,RON,EY_NA,Activity,0,0,0,11433,3666,15099
5329,8,22,32,28,27,0,PY ,PIP,2013-001,M,Manual,RON,EY_NA,Activity,0,0,0,-1680,1680,0
5329,8,22,32,28,27,0,PY ,PIP,2013-003,M,Manual,RON,EY_NA,Activity,0,0,0,-1560,1560,0
5329,8,22,32,28,27,0,PY ,PIP,2013-006,M,Manual,RON,EY_NA,Activity,0,0,0,-1479,1479,0
5329,8,22,32,28,27,0,PY ,PRP,2013-007,M,Manual,RON,EY_NA,Activity,0,0,0,-1550,1550,0
5329,8,22,32,28,27,0,PY ,PRP,2013-009,M,Manual,RON,EY_NA,Activity,0,0,0,-186,1781,1595
5329,8,22,32,28,27,0,PY ,PRP,2013-010,M,Manual,RON,EY_NA,Activity,0,0,0,-1793,1793,0
5329,8,22,32,28,27,0,PY ,PRP,2013-012,M,Manual,RON,EY_NA,Activity,0,0,0,3086,2383,5469
5331,3,22,30,26,20,0,PY ,PIP,2013-004,M,Manual,EUR,EY_NA,Activity,0,0,0,-6199.19,6199.19,0
5331,3,33,30,26,20,0,CY ,IP ,2014-001,M,Manual,EUR,EY_NA,Activity,0,0,0,-2990,2990,0
1816,8,23,26,22,27,0,CY ,IP ,2014-002,M,Manual,RON,EY_NA,Activity,0,0,0,-485.31,485.31,0
1816,8,23,26,22,27,0,CY ,IP ,2014-005,M,Manual,RON,EY_NA,Activity,0,0,0,-568.18,568.18,0
1816,8,23,26,22,27,0,PY ,PIP,2013-002,M,Manual,RON,EY_NA,Activity,0,0,0,-621.33,621.33,0
1816,8,23,26,22,27,0,PY ,PIP,2013-004,M,Manual,RON,EY_NA,Activity,0,0,0,-621.3,621.3,0
1817,9,3,24,20,8,0,CY ,IP ,2014-001,M,Manual,MYR,EY_NA,Activity,0,0,0,392.94,0,392.94
1817,9,3,24,20,8,0,CY ,IP ,2014-003,M,Manual,MYR,EY_NA,Activity,0,0,0,392.94,0,392.94
1817,9,3,24,20,8,0,CY ,IP ,2014-006,M,Manual,MYR,EY_NA,Activity,0,0,0,392.96,0,392.96
1817,9,3,24,20,8,0,PY ,PRP,2013-008,M,Manual,MYR,EY_NA,Activity,0,0,0,392.95,0,392.95
1817,9,3,24,20,8,0,PY ,PRP,2013-011,M,Manual,MYR,EY_NA,Activity,0,0,0,392.95,0,392.95
1821,4,3,28,24,13,0,CY ,IP ,2014-001,M,Manual,EUR,EY_NA,Activity,0,0,0,1557.98,0,1557.98
1821,4,3,28,24,13,0,PY ,PRP,2013-008,M,Manual,EUR,EY_NA,Activity,0,0,0,2297.04,0,2297.04
1823,6,3,18,12,8,0,CY ,IP ,2014-001,M,Manual,MYR,EY_NA,Activity,0,0,0,1555.39,0,1555.39
1823,6,3,18,12,8,0,CY ,IP ,2014-006,M,Manual,MYR,EY_NA,Activity,0,0,0,1658.94,0,1658.94
1823,6,3,18,12,8,0,PY ,PRP,2013-008,M,Manual,MYR,EY_NA,Activity,0,0,0,1327.81,0,1327.81
1823,6,22,10,10,8,0,CY ,IP ,2014-003,M,Manual,MYR,EY_NA,Activity,0,0,0,622.14,0,622.14
1823,6,22,10,10,8,0,CY ,IP ,2014-006,M,Manual,MYR,EY_NA,Activity,0,0,0,663.58,0,663.58
1823,6,22,10,10,8,0,PY ,PIP,2013-002,M,Manual,MYR,EY_NA,Activity,0,0,0,1091.36,0,1091.36
1823,6,22,10,10,8,0,PY ,PRP,2013-011,M,Manual,MYR,EY_NA,Activity,0,0,0,570.54,0,570.54
1823,6,22,10,10,21,0,PY ,PIP,2013-005,M,Manual,MYR,EY_NA,Activity,0,0,0,878.02,0,878.02
1823,6,22,18,12,8,0,CY ,IP ,2014-001,M,Manual,MYR,EY_NA,Activity,0,0,0,-622.16,622.16,0
1823,6,22,18,12,8,0,CY ,IP ,2014-003,M,Manual,MYR,EY_NA,Activity,0,0,0,-622.14,622.14,0
1823,6,22,18,12,8,0,CY ,IP ,2014-006,M,Manual,MYR,EY_NA,Activity,0,0,0,-663.58,663.58,0
1823,6,22,18,12,8,0,PY ,PRP,2013-008,M,Manual,MYR,EY_NA,Activity,0,0,0,-531.13,531.13,0
1823,6,22,18,12,8,0,PY ,PRP,2013-011,M,Manual,MYR,EY_NA,Activity,0,0,0,-570.54,570.54,0
1824,6,3,18,12,21,0,PY ,PIP,2013-004,M,Manual,MYR,EY_NA,Activity,0,0,0,521.07,0,521.07
1824,6,22,10,10,8,0,CY ,IP ,2014-002,M,Manual,MYR,EY_NA,Activity,0,0,0,213.81,0,213.81
1824,6,22,10,10,8,0,CY ,IP ,2014-005,M,Manual,MYR,EY_NA,Activity,0,0,0,213.8,0,213.8
1824,6,22,10,10,8,0,PY ,PIP,2013-001,M,Manual,MYR,EY_NA,Activity,0,0,0,208.43,0,208.43
1824,6,22,10,10,8,0,PY ,PRP,2013-009,M,Manual,MYR,EY_NA,Activity,0,0,0,213.8,0,213.8
1824,6,22,10,10,8,0,PY ,PRP,2013-010,M,Manual,MYR,EY_NA,Activity,0,0,0,213.8,0,213.8
1824,6,22,10,10,21,0,PY ,PIP,2013-003,M,Manual,MYR,EY_NA,Activity,0,0,0,208.43,0,208.43
1824,6,22,10,10,21,0,PY ,PIP,2013-006,M,Manual,MYR,EY_NA,Activity,0,0,0,208.43,0,208.43
1824,6,22,18,12,8,0,CY ,IP ,2014-005,M,Manual,MYR,EY_NA,Activity,0,0,0,-213.8,213.8,0
1824,6,22,18,12,8,0,PY ,PIP,2013-001,M,Manual,MYR,EY_NA,Activity,0,0,0,-208.43,208.43,0
5331,3,33,30,26,20,0,PY ,PRP,2013-008,M,Manual,EUR,EY_NA,Activity,0,0,0,6208.9,0,6208.9
5332,4,22,30,26,20,0,PY ,PIP,2013-001,M,Manual,EUR,EY_NA,Activity,0,0,0,-4654.26,4654.26,0
5332,4,22,30,26,20,0,PY ,PIP,2013-006,M,Manual,EUR,EY_NA,Activity,0,0,0,-7069.97,7069.97,0
5332,4,22,30,26,20,0,PY ,PRP,2013-009,M,Manual,EUR,EY_NA,Activity,0,0,0,-4149.48,4149.48,0
5332,4,33,30,26,20,0,CY ,IP ,2014-001,M,Manual,EUR,EY_NA,Activity,0,0,0,-2205,2205,0
5332,4,33,30,26,20,0,PY ,PIP,2013-005,M,Manual,EUR,EY_NA,Activity,0,0,0,4359.75,0,4359.75
5332,4,33,30,26,20,0,PY ,PRP,2013-011,M,Manual,EUR,EY_NA,Activity,0,0,0,3309.85,0,3309.85
5338,10,10,30,26,20,0,CY ,IP ,2014-006,M,Manual,EUR,EY_NA,Activity,0,0,0,-45.22,45.22,0
5338,10,34,30,26,20,0,PY ,PIP,2013-001,M,Manual,EUR,EY_NA,Activity,0,0,0,-147.47,147.47,0
5338,10,34,30,26,22,0,PY ,PRP,2013-008,M,Manual,EUR,EY_NA,Activity,0,0,0,-4200,4200,0
5339,4,1,30,26,20,0,PY ,PRP,2013-011,M,Manual,EUR,EY_NA,Activity,0,0,0,-22508.77,22508.77,0
5339,4,2,30,26,20,0,PY ,PRP,2013-007,M,Manual,EUR,EY_NA,Activity,0,0,0,20934,66,21000
5339,4,2,30,26,20,0,PY ,PRP,2013-010,M,Manual,EUR,EY_NA,Activity,0,0,0,-983.76,983.76,0
5339,4,2,30,26,20,0,PY ,PRP,2013-012,M,Manual,EUR,EY_NA,Activity,0,0,0,-224.97,224.97,0
5339,4,11,30,26,20,0,CY ,IP ,2014-003,M,Manual,EUR,EY_NA,Activity,0,0,0,-640,640,0
5339,4,14,30,26,20,0,CY ,IP ,2014-003,M,Manual,EUR,EY_NA,Activity,0,0,0,741.97,0,741.97
5339,4,22,30,26,13,0,CY ,IP ,2014-002,M,Manual,EUR,EY_NA,Activity,0,0,0,171.5,0,171.5
5339,4,22,30,26,13,0,CY ,IP ,2014-004,M,Manual,EUR,EY_NA,Activity,0,0,0,48.2,0,48.2
5339,4,22,30,26,13,0,PY ,PRP,2013-012,M,Manual,EUR,EY_NA,Activity,0,0,0,7322.81,0,7322.81
5339,4,22,30,26,20,0,CY ,IP ,2014-005,M,Manual,EUR,EY_NA,Activity,0,0,0,-74600,75000,400
5339,4,22,30,26,20,0,PY ,PIP,2013-001,M,Manual,EUR,EY_NA,Activity,0,0,0,500,0,500
5339,4,22,30,26,20,0,PY ,PIP,2013-003,M,Manual,EUR,EY_NA,Activity,0,0,0,-14500,14500,0
5339,4,22,30,26,20,0,PY ,PIP,2013-006,M,Manual,EUR,EY_NA,Activity,0,0,0,24724.75,143.75,24868.5
5339,4,22,30,26,20,0,PY ,PRP,2013-009,M,Manual,EUR,EY_NA,Activity,0,0,0,-1792.64,1934.08,141.44
5339,4,22,30,26,20,0,SP ,SP ,2014-007,M,Manual,EUR,EY_NA,Activity,0,0,0,1485.04,0,1485.04
5339,4,33,30,26,20,0,CY ,IP ,2014-003,M,Manual,EUR,EY_NA,Activity,0,0,0,30330.39,0,30330.39
5339,4,33,30,26,20,0,PY ,PRP,2013-011,M,Manual,EUR,EY_NA,Activity,0,0,0,2446,0,2446
5339,4,34,30,26,20,0,CY ,IP ,2014-004,M,Manual,EUR,EY_NA,Activity,0,0,0,99087.83,768886.14,867973.97
5339,4,34,30,26,20,0,PY ,PRP,2013-007,M,Manual,EUR,EY_NA,Activity,0,0,0,77173.12,320826.93,398000.05
5339,4,34,30,26,20,0,PY ,PRP,2013-008,M,Manual,EUR,EY_NA,Activity,0,0,0,-12500,141000,128500
5339,4,34,30,26,20,0,PY ,PRP,2013-012,M,Manual,EUR,EY_NA,Activity,0,0,0,-156486.49,732486.49,576000
5339,4,34,30,26,22,0,PY ,PIP,2013-005,M,Manual,EUR,EY_NA,Activity,0,0,0,92024.57,149731.73,241756.3
5339,4,34,30,26,22,0,PY ,PRP,2013-011,M,Manual,EUR,EY_NA,Activity,0,0,0,42000,0,42000
5339,4,36,30,26,20,0,CY ,IP ,2014-003,M,Manual,EUR,EY_NA,Activity,0,0,0,-24181.32,24531.22,349.9
2449,4,14,28,24,22,0,PY ,PRP,2013-007,M,Manual,EUR,EY_NA,Activity,0,0,0,195.85,0,195.85
2449,4,14,28,24,22,0,PY ,PRP,2013-008,M,Manual,EUR,EY_NA,Activity,0,0,0,195.85,0,195.85
2452,8,14,26,22,27,0,CY ,IP ,2014-002,M,Manual,RON,EY_NA,Activity,0,0,0,596.21,0,596.21
2452,8,14,26,22,27,0,PY ,PIP,2013-002,M,Manual,RON,EY_NA,Activity,0,0,0,21.48,0,21.48
2452,8,14,26,22,27,0,PY ,PIP,2013-004,M,Manual,RON,EY_NA,Activity,0,0,0,1576.19,0,1576.19
2452,8,14,26,22,27,0,PY ,PRP,2013-010,M,Manual,RON,EY_NA,Activity,0,0,0,1190.84,0,1190.84
2452,8,22,26,22,27,0,CY ,IP ,2014-001,M,Manual,RON,EY_NA,Activity,0,0,0,1324.15,0,1324.15
2452,8,22,26,22,27,0,CY ,IP ,2014-003,M,Manual,RON,EY_NA,Activity,0,0,0,568.32,0,568.32
2452,8,22,26,22,27,0,CY ,IP ,2014-006,M,Manual,RON,EY_NA,Activity,0,0,0,461.84,0,461.84
2452,8,22,26,22,27,0,PY ,PRP,2013-007,M,Manual,RON,EY_NA,Activity,0,0,0,1039.21,0,1039.21
2452,8,22,26,22,27,0,PY ,PRP,2013-008,M,Manual,RON,EY_NA,Activity,0,0,0,1453.37,0,1453.37
2452,8,23,26,22,27,0,CY ,IP ,2014-002,M,Manual,RON,EY_NA,Activity,0,0,0,-1513.24,1513.24,0
2452,8,23,26,22,27,0,CY ,IP ,2014-004,M,Manual,RON,EY_NA,Activity,0,0,0,-447.91,447.91,0
2452,8,23,26,22,27,0,PY ,PIP,2013-001,M,Manual,RON,EY_NA,Activity,0,0,0,-6543.92,6543.92,0
2452,8,23,26,22,27,0,PY ,PIP,2013-006,M,Manual,RON,EY_NA,Activity,0,0,0,-2648.06,2648.06,0
2452,8,23,26,22,27,0,PY ,PRP,2013-009,M,Manual,RON,EY_NA,Activity,0,0,0,-1179.09,1179.09,0
2453,9,14,24,20,21,0,PY ,PIP,2013-002,M,Manual,MYR,EY_NA,Activity,0,0,0,25.02,0,25.02
2453,9,22,24,20,21,0,PY ,PIP,2013-003,M,Manual,MYR,EY_NA,Activity,0,0,0,18,0,18
2454,4,2,28,24,13,0,PY ,PRP,2013-010,M,Manual,EUR,EY_NA,Activity,0,0,0,-71.24,71.24,0
2454,4,22,28,24,13,0,CY ,IP ,2014-004,M,Manual,EUR,EY_NA,Activity,0,0,0,56.09,0,56.09
2454,4,22,28,24,13,0,PY ,PRP,2013-007,M,Manual,EUR,EY_NA,Activity,0,0,0,23.87,0,23.87
2454,4,22,28,24,13,0,PY ,PRP,2013-008,M,Manual,EUR,EY_NA,Activity,0,0,0,-27.09,27.09,0
2454,4,22,28,24,20,0,CY ,IP ,2014-004,M,Manual,EUR,EY_NA,Activity,0,0,0,135.19,0,135.19
2454,4,22,28,24,20,0,PY ,PIP,2013-003,M,Manual,EUR,EY_NA,Activity,0,0,0,165.54,0,165.54
2454,4,22,28,24,20,0,PY ,PIP,2013-006,M,Manual,EUR,EY_NA,Activity,0,0,0,69.06,0,69.06
2454,4,22,28,24,20,0,PY ,PRP,2013-007,M,Manual,EUR,EY_NA,Activity,0,0,0,8.77,0,8.77
2454,4,22,28,24,20,0,PY ,PRP,2013-009,M,Manual,EUR,EY_NA,Activity,0,0,0,5.55,32.64,38.19
2454,4,22,28,24,20,0,PY ,PRP,2013-011,M,Manual,EUR,EY_NA,Activity,0,0,0,60.64,0,60.64
2454,4,33,28,24,20,0,PY ,PIP,2013-002,M,Manual,EUR,EY_NA,Activity,0,0,0,72.9,0,72.9
2454,4,33,28,24,20,0,PY ,PIP,2013-004,M,Manual,EUR,EY_NA,Activity,0,0,0,215.05,0,215.05
2454,4,33,28,24,20,0,PY ,PRP,2013-010,M,Manual,EUR,EY_NA,Activity,0,0,0,98.7,0,98.7
2454,4,33,28,24,20,0,PY ,PRP,2013-012,M,Manual,EUR,EY_NA,Activity,0,0,0,178.3,0,178.3
2455,5,22,23,18,13,0,PY ,PRP,2013-008,M,Manual,EUR,EY_NA,Activity,0,0,0,-41.23,41.23,0
2455,5,22,23,18,20,0,CY ,IP ,2014-004,M,Manual,EUR,EY_NA,Activity,0,0,0,49.13,0,49.13
2455,5,22,23,18,20,0,PY ,PIP,2013-003,M,Manual,EUR,EY_NA,Activity,0,0,0,266.6,0,266.6
2455,5,22,23,18,20,0,PY ,PRP,2013-007,M,Manual,EUR,EY_NA,Activity,0,0,0,41,0,41
2455,5,33,23,18,20,0,PY ,PIP,2013-002,M,Manual,EUR,EY_NA,Activity,0,0,0,67.85,0,67.85
2455,5,33,23,18,20,0,PY ,PRP,2013-010,M,Manual,EUR,EY_NA,Activity,0,0,0,167.85,0,167.85
2455,5,33,23,18,20,0,PY ,PRP,2013-012,M,Manual,EUR,EY_NA,Activity,0,0,0,99.7,0,99.7
2456,6,14,10,10,21,0,CY ,IP ,2014-005,M,Manual,MYR,EY_NA,Activity,0,0,0,7.54,0,7.54
2456,6,14,10,10,21,0,PY ,PIP,2013-001,M,Manual,MYR,EY_NA,Activity,0,0,0,55.96,0,55.96
2456,6,14,10,10,21,0,PY ,PIP,2013-006,M,Manual,MYR,EY_NA,Activity,0,0,0,8.01,0,8.01
2456,6,14,18,12,21,0,PY ,PIP,2013-004,M,Manual,MYR,EY_NA,Activity,0,0,0,1008,0,1008
2456,6,14,18,12,21,0,PY ,PRP,2013-012,M,Manual,MYR,EY_NA,Activity,0,0,0,1287.35,0,1287.35
2456,6,22,10,10,21,0,CY ,IP ,2014-001,M,Manual,MYR,EY_NA,Activity,0,0,0,179.76,0,179.76
2456,6,22,10,10,21,0,CY ,IP ,2014-006,M,Manual,MYR,EY_NA,Activity,0,0,0,823.8,0,823.8
2456,6,22,10,10,21,0,PY ,PRP,2013-008,M,Manual,MYR,EY_NA,Activity,0,0,0,1156.4,0,1156.4
2456,6,22,18,12,21,0,CY ,IP ,2014-004,M,Manual,MYR,EY_NA,Activity,0,0,0,1816.92,0,1816.92
2456,6,22,18,12,21,0,PY ,PRP,2013-007,M,Manual,MYR,EY_NA,Activity,0,0,0,1947.66,0,1947.66
2456,6,22,18,12,21,0,PY ,PRP,2013-008,M,Manual,MYR,EY_NA,Activity,0,0,0,1734.6,0,1734.6
2458,3,22,3,15,13,0,CY ,IP ,2014-005,M,Manual,EUR,EY_NA,Activity,0,0,0,152.06,0,152.06
2458,3,22,3,15,13,0,PY ,PIP,2013-001,M,Manual,EUR,EY_NA,Activity,0,0,0,19.06,0,19.06
2458,3,22,3,15,13,0,PY ,PIP,2013-006,M,Manual,EUR,EY_NA,Activity,0,0,0,48.17,0,48.17
2458,3,22,3,15,13,0,PY ,PRP,2013-009,M,Manual,EUR,EY_NA,Activity,0,0,0,94.23,0,94.23
2458,3,22,3,15,13,0,PY ,PRP,2013-011,M,Manual,EUR,EY_NA,Activity,0,0,0,120.59,0,120.59
2458,3,22,3,15,20,0,PY ,PIP,2013-004,M,Manual,EUR,EY_NA,Activity,0,0,0,15.5,0,15.5
2458,3,22,3,15,20,0,PY ,PRP,2013-012,M,Manual,EUR,EY_NA,Activity,0,0,0,25.55,95.04,120.59
2458,3,33,3,15,20,0,CY ,IP ,2014-001,M,Manual,EUR,EY_NA,Activity,0,0,0,308.92,0,308.92
2458,3,33,3,15,20,0,CY ,IP ,2014-006,M,Manual,EUR,EY_NA,Activity,0,0,0,222.2,0,222.2
2458,3,33,3,15,20,0,PY ,PRP,2013-008,M,Manual,EUR,EY_NA,Activity,0,0,0,29.2,0,29.2
2459,8,14,26,22,27,0,CY ,IP ,2014-006,M,Manual,RON,EY_NA,Activity,0,0,0,1752.26,0,1752.26
2459,8,22,26,22,27,0,CY ,IP ,2014-005,M,Manual,RON,EY_NA,Activity,0,0,0,16.41,0,16.41
2459,8,23,26,22,27,0,PY ,PIP,2013-002,M,Manual,RON,EY_NA,Activity,0,0,0,-808.46,808.46,0
2459,8,23,26,22,27,0,PY ,PIP,2013-005,M,Manual,RON,EY_NA,Activity,0,0,0,-1194.03,1194.03,0
2462,4,14,28,24,20,0,CY ,IP ,2014-002,M,Manual,EUR,EY_NA,Activity,0,0,0,92.94,0,92.94
2462,4,14,28,24,22,0,CY ,IP ,2014-001,M,Manual,EUR,EY_NA,Activity,0,0,0,3282.34,0,3282.34
2462,4,14,28,24,22,0,PY ,PIP,2013-002,M,Manual,EUR,EY_NA,Activity,0,0,0,810.85,0,810.85
2462,4,14,28,24,22,0,PY ,PIP,2013-005,M,Manual,EUR,EY_NA,Activity,0,0,0,601.99,0,601.99
5339,4,36,30,26,20,0,PY ,PIP,2013-004,M,Manual,EUR,EY_NA,Activity,0,0,0,-5364.18,5441.88,77.7
5339,4,36,30,26,20,0,PY ,PIP,2013-005,M,Manual,EUR,EY_NA,Activity,0,0,0,5228.62,0,5228.62
5339,4,36,30,26,20,0,PY ,PRP,2013-011,M,Manual,EUR,EY_NA,Activity,0,0,0,-12971.99,13529.38,557.39
5339,4,36,30,26,22,0,PY ,PRP,2013-009,M,Manual,EUR,EY_NA,Activity,0,0,0,-1000,2000,1000
5339,4,36,30,26,22,0,PY ,PRP,2013-010,M,Manual,EUR,EY_NA,Activity,0,0,0,-803.04,1000,196.96
5340,5,2,30,26,20,0,CY ,IP ,2014-001,M,Manual,EUR,EY_NA,Activity,0,0,0,110.78,0,110.78
5340,5,2,30,26,20,0,PY ,PRP,2013-008,M,Manual,EUR,EY_NA,Activity,0,0,0,100,300,400
5340,5,11,30,26,20,0,CY ,IP ,2014-003,M,Manual,EUR,EY_NA,Activity,0,0,0,-320,320,0
5340,5,14,30,26,20,0,CY ,IP ,2014-003,M,Manual,EUR,EY_NA,Activity,0,0,0,504.74,0,504.74
5340,5,22,30,26,13,0,CY ,IP ,2014-004,M,Manual,EUR,EY_NA,Activity,0,0,0,184.74,0,184.74
5340,5,22,30,26,20,0,CY ,IP ,2014-004,M,Manual,EUR,EY_NA,Activity,0,0,0,-295.52,295.52,0
5340,5,22,30,26,20,0,PY ,PRP,2013-007,M,Manual,EUR,EY_NA,Activity,0,0,0,49000,42000,91000
5340,5,22,30,26,20,0,PY ,PRP,2013-010,M,Manual,EUR,EY_NA,Activity,0,0,0,7500,0,7500
5340,5,22,30,26,20,0,PY ,PRP,2013-012,M,Manual,EUR,EY_NA,Activity,0,0,0,21413,587,22000
5340,5,34,30,26,20,0,CY ,IP ,2014-006,M,Manual,EUR,EY_NA,Activity,0,0,0,-12000,34800,22800
5340,5,34,30,26,20,0,PY ,PRP,2013-008,M,Manual,EUR,EY_NA,Activity,0,0,0,16000,16500,32500
5341,6,22,31,27,8,0,PY ,PIP,2013-004,M,Manual,MYR,EY_NA,Activity,0,0,0,-3115.49,3115.49,0
5343,8,2,32,28,20,0,PY ,PRP,2013-011,M,Manual,RON,EY_NA,Activity,0,0,0,464.9,0,464.9
5343,8,2,32,28,27,0,PY ,PRP,2013-011,M,Manual,RON,EY_NA,Activity,0,0,0,0,17970.89,17970.89
5343,8,22,32,28,27,0,CY ,IP ,2014-001,M,Manual,RON,EY_NA,Activity,0,0,0,-9562.93,9562.93,0
5343,8,22,32,28,27,0,CY ,IP ,2014-003,M,Manual,RON,EY_NA,Activity,0,0,0,94452.72,12380.88,106833.6
5343,8,22,32,28,27,0,CY ,IP ,2014-006,M,Manual,RON,EY_NA,Activity,0,0,0,-92112.76,93612.76,1500
5343,8,22,32,28,27,0,PY ,PRP,2013-007,M,Manual,RON,EY_NA,Activity,0,0,0,10974.53,12025.47,23000
5343,8,22,32,28,27,0,PY ,PRP,2013-008,M,Manual,RON,EY_NA,Activity,0,0,0,-15779.61,15779.61,0
5343,8,22,32,28,27,0,PY ,PRP,2013-012,M,Manual,RON,EY_NA,Activity,0,0,0,-6446.62,6446.62,0
5343,8,33,32,28,27,0,PY ,PIP,2013-004,M,Manual,RON,EY_NA,Activity,0,0,0,-7.32,16935,16927.68
5343,8,34,32,28,27,0,PY ,PIP,2013-002,M,Manual,RON,EY_NA,Activity,0,0,0,10088.94,639032.49,649121.43
5343,8,34,32,28,27,0,PY ,PIP,2013-005,M,Manual,RON,EY_NA,Activity,0,0,0,11216.12,962389.31,973605.43
5343,8,34,32,28,27,0,PY ,PRP,2013-011,M,Manual,RON,EY_NA,Activity,0,0,0,-33016.95,334389.6,301372.65
5343,8,36,32,28,27,0,PY ,PIP,2013-001,M,Manual,RON,EY_NA,Activity,0,0,0,0.04,0,0.04
5343,8,36,32,28,27,0,PY ,PRP,2013-009,M,Manual,RON,EY_NA,Activity,0,0,0,42509,0,42509
5345,3,2,30,26,20,0,CY ,IP ,2014-004,M,Manual,EUR,EY_NA,Activity,0,0,0,-1675.8,1675.8,0
5345,3,14,30,26,20,0,CY ,IP ,2014-003,M,Manual,EUR,EY_NA,Activity,0,0,0,1088.13,0,1088.13
5345,3,22,30,26,13,0,CY ,IP ,2014-004,M,Manual,EUR,EY_NA,Activity,0,0,0,1604.38,0,1604.38
2462,4,22,28,24,13,0,PY ,PIP,2013-004,M,Manual,EUR,EY_NA,Activity,0,0,0,-43.45,43.45,0
2462,4,22,28,24,13,0,PY ,PRP,2013-012,M,Manual,EUR,EY_NA,Activity,0,0,0,148.32,0,148.32
2462,4,22,28,24,20,0,CY ,IP ,2014-003,M,Manual,EUR,EY_NA,Activity,0,0,0,-13.2,13.2,0
2462,4,22,28,24,20,0,PY ,PIP,2013-004,M,Manual,EUR,EY_NA,Activity,0,0,0,58.6,0,58.6
2462,4,22,28,24,20,0,PY ,PIP,2013-005,M,Manual,EUR,EY_NA,Activity,0,0,0,15.15,0,15.15
2462,4,22,28,24,20,0,PY ,PRP,2013-010,M,Manual,EUR,EY_NA,Activity,0,0,0,11.6,0,11.6
2462,4,22,28,24,20,0,PY ,PRP,2013-012,M,Manual,EUR,EY_NA,Activity,0,0,0,10,130.43,140.43
2462,4,33,28,24,20,0,CY ,IP ,2014-004,M,Manual,EUR,EY_NA,Activity,0,0,0,1939.33,0,1939.33
2462,4,33,28,24,20,0,PY ,PRP,2013-007,M,Manual,EUR,EY_NA,Activity,0,0,0,2977.91,0,2977.91
2463,5,14,23,18,22,0,CY ,IP ,2014-006,M,Manual,EUR,EY_NA,Activity,0,0,0,839.02,0,839.02
2463,5,22,23,18,20,0,PY ,PIP,2013-004,M,Manual,EUR,EY_NA,Activity,0,0,0,24.67,0,24.67
2463,5,33,23,18,20,0,CY ,IP ,2014-004,M,Manual,EUR,EY_NA,Activity,0,0,0,1233.46,0,1233.46
2464,6,14,10,10,21,0,CY ,IP ,2014-006,M,Manual,MYR,EY_NA,Activity,0,0,0,4745.68,0,4745.68
2464,6,14,10,10,21,0,PY ,PRP,2013-008,M,Manual,MYR,EY_NA,Activity,0,0,0,372.99,0,372.99
2464,6,14,18,12,21,0,PY ,PRP,2013-008,M,Manual,MYR,EY_NA,Activity,0,0,0,559.47,0,559.47
2464,6,22,10,10,21,0,PY ,PIP,2013-006,M,Manual,MYR,EY_NA,Activity,0,0,0,1009.6,0,1009.6
2464,6,22,10,10,21,0,SP ,SP ,2014-007,M,Manual,MYR,EY_NA,Activity,0,0,0,727.74,0,727.74
2467,3,14,3,15,22,0,CY ,IP ,2014-005,M,Manual,EUR,EY_NA,Activity,0,0,0,496.8,0,496.8
2467,3,14,3,15,22,0,PY ,PRP,2013-009,M,Manual,EUR,EY_NA,Activity,0,0,0,420.9,0,420.9
2467,3,14,3,15,22,0,PY ,PRP,2013-011,M,Manual,EUR,EY_NA,Activity,0,0,0,335,0,335
2467,3,22,3,15,13,0,CY ,IP ,2014-001,M,Manual,EUR,EY_NA,Activity,0,0,0,282.02,2260,2542.02
2467,3,22,3,15,13,0,PY ,PRP,2013-008,M,Manual,EUR,EY_NA,Activity,0,0,0,-39,39,0
2467,3,22,3,15,20,0,CY ,IP ,2014-004,M,Manual,EUR,EY_NA,Activity,0,0,0,827.79,0,827.79
2467,3,22,3,15,20,0,PY ,PRP,2013-007,M,Manual,EUR,EY_NA,Activity,0,0,0,86.68,0,86.68
2467,3,33,3,15,20,0,PY ,PIP,2013-004,M,Manual,EUR,EY_NA,Activity,0,0,0,1149.02,0,1149.02
